"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","Al-Diss-Water (ALUMINIUM) (mg/L) Result","Al-Diss-Water (ALUMINIUM) (mg/L) Detection Limit","Al-Diss-Water (ALUMINIUM) (mg/L) Greater Than","As-Diss-Water (ARSENIC) (mg/L) Result","As-Diss-Water (ARSENIC) (mg/L) Detection Limit","As-Diss-Water (ARSENIC) (mg/L) Greater Than","B-Diss-Water (BORON) (mg/L) Result","B-Diss-Water (BORON) (mg/L) Detection Limit","B-Diss-Water (BORON) (mg/L) Greater Than","Ba-Diss-Water (BARIUM) (mg/L) Result","Ba-Diss-Water (BARIUM) (mg/L) Detection Limit","Ba-Diss-Water (BARIUM) (mg/L) Greater Than","COD (CHEMICAL OXYGEN DEMAND) (mg/L) Result","COD (CHEMICAL OXYGEN DEMAND) (mg/L) Detection Limit","COD (CHEMICAL OXYGEN DEMAND) (mg/L) Greater Than","Cd-Diss-Water (CADMIUM) (mg/L) Result","Cd-Diss-Water (CADMIUM) (mg/L) Detection Limit","Cd-Diss-Water (CADMIUM) (mg/L) Greater Than","Cr-Diss-Water (CHROMIUM) (mg/L) Result","Cr-Diss-Water (CHROMIUM) (mg/L) Detection Limit","Cr-Diss-Water (CHROMIUM) (mg/L) Greater Than","Cu-Diss-Water (COPPER) (mg/L) Result","Cu-Diss-Water (COPPER) (mg/L) Detection Limit","Cu-Diss-Water (COPPER) (mg/L) Greater Than","Fe-Diss-Water (IRON) (mg/L) Result","Fe-Diss-Water (IRON) (mg/L) Detection Limit","Fe-Diss-Water (IRON) (mg/L) Greater Than","Mn-Diss-Water (MANGANESE) (mg/L) Result","Mn-Diss-Water (MANGANESE) (mg/L) Detection Limit","Mn-Diss-Water (MANGANESE) (mg/L) Greater Than","Mo-Diss-Water (MOLYBDENUM) (mg/L) Result","Mo-Diss-Water (MOLYBDENUM) (mg/L) Detection Limit","Mo-Diss-Water (MOLYBDENUM) (mg/L) Greater Than","Ni-Diss-Water (NICKEL) (mg/L) Result","Ni-Diss-Water (NICKEL) (mg/L) Detection Limit","Ni-Diss-Water (NICKEL) (mg/L) Greater Than","Pb-Diss-Water (LEAD) (mg/L) Result","Pb-Diss-Water (LEAD) (mg/L) Detection Limit","Pb-Diss-Water (LEAD) (mg/L) Greater Than","Sr-Diss-Water (STRONTIUM) (mg/L) Result","Sr-Diss-Water (STRONTIUM) (mg/L) Detection Limit","Sr-Diss-Water (STRONTIUM) (mg/L) Greater Than","V-Diss-Water (VANADIUM) (mg/L) Result","V-Diss-Water (VANADIUM) (mg/L) Detection Limit","V-Diss-Water (VANADIUM) (mg/L) Greater Than","Zn-Diss-Water (ZINC) (mg/L) Result","Zn-Diss-Water (ZINC) (mg/L) Detection Limit","Zn-Diss-Water (ZINC) (mg/L) Greater Than","E.COLI-Susp-Water (ESCHERICHIA COLI) (cfu/100mL) Result","E.COLI-Susp-Water (ESCHERICHIA COLI) (cfu/100mL) Detection Limit","E.COLI-Susp-Water (ESCHERICHIA COLI) (cfu/100mL) Greater Than","E.COLI-SuspMPN-Water (ESCHERICHIA COLI BY MPN METHOD) (MPN/100mL) Result","E.COLI-SuspMPN-Water (ESCHERICHIA COLI BY MPN METHOD) (MPN/100mL) Detection Limit","E.COLI-SuspMPN-Water (ESCHERICHIA COLI BY MPN METHOD) (MPN/100mL) Greater Than","Eh-Phys-Water (REDOX POTENTIAL) (mV) Result","Eh-Phys-Water (REDOX POTENTIAL) (mV) Detection Limit","Eh-Phys-Water (REDOX POTENTIAL) (mV) Greater Than","Hydrogen-3-Water (TRITIUM ATOM RATIO WITH RESPECT TO HYDROGEN (3H/1H)) (TU) Result","Hydrogen-3-Water (TRITIUM ATOM RATIO WITH RESPECT TO HYDROGEN (3H/1H)) (TU) Counting Stat","Hydrogen-3-Water (TRITIUM ATOM RATIO WITH RESPECT TO HYDROGEN (3H/1H)) (TU) Greater Than","O-Abs-Water (OXYGEN ABSORBED) (mg/L) Result","O-Abs-Water (OXYGEN ABSORBED) (mg/L) Detection Limit","O-Abs-Water (OXYGEN ABSORBED) (mg/L) Greater Than","O-Diss-Water (OXYGEN DISSOLVED) (mg/L) Result","O-Diss-Water (OXYGEN DISSOLVED) (mg/L) Detection Limit","O-Diss-Water (OXYGEN DISSOLVED) (mg/L) Greater Than","SOLIDS-Susp-Water (TOTAL SUSPENDED SOLIDS) (mg/L) Result","SOLIDS-Susp-Water (TOTAL SUSPENDED SOLIDS) (mg/L) Detection Limit","SOLIDS-Susp-Water (TOTAL SUSPENDED SOLIDS) (mg/L) Greater Than","TC-SuspMPN-Water (TOTAL COLIFORM COUNT BY MPN METHOD) (MPN/100mL) Result","TC-SuspMPN-Water (TOTAL COLIFORM COUNT BY MPN METHOD) (MPN/100mL) Detection Limit","TC-SuspMPN-Water (TOTAL COLIFORM COUNT BY MPN METHOD) (MPN/100mL) Greater Than","TEMP-Phys-Water (TEMPERATURE) (°C) Result","TEMP-Phys-Water (TEMPERATURE) (°C) Detection Limit","TEMP-Phys-Water (TEMPERATURE) (°C) Greater Than"
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1987-12-12","10:05:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1988-03-04","11:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.5","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1988-09-02","15:55:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1988-12-02","12:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1989-03-03","11:50:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1989-06-02","13:25:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1989-09-01","09:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.5","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1989-12-08","13:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1990-03-09","12:20:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1990-06-01","12:20:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.1","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1990-09-07","15:35:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1990-12-07","12:53:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1991-03-02","17:00:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1991-06-06","12:25:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2","0.1",""
"90309","A3H022 PAARDENVALLEI 67 JO ON MALMANIELOOP LOWER EYE","-25.63153","25.99542","A3H022Q01 MALMANIELOOP AT PAARDENVALLEI","Spring/Eye","A31D","","Yes","1992-08-27","12:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","0.1","0.2","","0.001","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95415","OLYVEN BULT (DUP NAME 4213)","-25.615","25.85","OLYVEN BULT (DUPL NAME 1)                                                                           ","Borehole","D41A","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95416","TWEEFONTEIN (DUP NAME 4214)","-25.561944","25.888056","TWEEFONTEIN (DUPL NAME 43)                                                                          ","Borehole","A31C","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95417","STINKHOUTBOOM (DUP NAME 4215)","-25.536667","25.894444","STINKHOUTBOOM (DUPL NAME 5)                                                                         ","Borehole","A31C","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95418","VERGENOEGD (DUP NAME 4216)","-25.588889","26.033333","VERGENOEGD (DUPL NAME 5)                                                                            ","Borehole","A31D","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95419","WILLOWPARK","-25.509722","25.97","WILLOWPARK                                                                                          ","Borehole","A10A","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95448","PAARDENVALLEI (DUP NAME 4235)","-25.629167","26.006111","PAARDENVALLEI (DUPL NAME 1)                                                                         ","Borehole","A31D","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97094","2526CA00750 DE RUST -  G039905","-25.564722","26.023889","ZEERUST                                                                                             ","Borehole","A31D","","No","1991-10-17","11:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"97094","2526CA00750 DE RUST -  G039905","-25.564722","26.023889","ZEERUST                                                                                             ","Borehole","A31D","","No","1991-10-23","14:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"97094","2526CA00750 DE RUST -  G039905","-25.564722","26.023889","ZEERUST                                                                                             ","Borehole","A31D","","No","1991-10-29","11:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"97095","2526CA00749 DE RUST - G039906","-25.563889","26.026944","DE RUST (DUPL NAME 13)                                                                              ","Borehole","A31D","","No","1991-10-30","12:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"99815","DOORNFONTEINOOG","-25.6375","25.929167","","","A31C","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99816","MALMANIE-EYE AT MALMANIELOOP 66 JO","-25.645833","25.95","","","A31C","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"99819","KLAARSTROOMOOG","-25.55","25.995833","","","A31D","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100306","MALMANIEOOG","-24.825","26.0625","","","A10B","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100311","PAARDENVALLEIOOG LAER","-25.633333","25.995833","","","A31D","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100312","PAARDENVALLEIOOG HOER","-25.633333","25.991667","","","A31D","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100313","VERGENOEGDOOG","-25.604167","25.991667","","","A31D","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101022","TWEEFONTEIN (DUP NAME 6700)","-25.541667","25.95","","","A10A","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101553","TWEEFONTEIN (DUP NAME 7025)","-25.545","25.939444","","","A10A","","No","1997-10-02","12:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","0.1",""
"101555","2525BD00199 DIKOKANE UPPER (A1H001) - WR77","-25.4574","25.853","2525BD00199 DINOKANE UPPER (A1H001) - WR77","Spring/Eye","A10A","","No","1997-10-02","11:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","0.1",""
"101555","2525BD00199 DIKOKANE UPPER (A1H001) - WR77","-25.4574","25.853","2525BD00199 DINOKANE UPPER (A1H001) - WR77","Spring/Eye","A10A","","No","2007-11-17","10:00:00","","","","","","","NONE","Sample","0.001","0.002","","0.06","0.004","","0.009","0.018","","0.006","0.001","","","","","0.001","0.001","","0.001","0.001","","0.002","0.001","","0.006","0.012","","0.001","0.001","","0.009","0.003","","0.006","0.012","","0.002","0.004","","0.019","0.001","","0.001","0.001","","0.001","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101556","2525BD00198 DINOKANA LOWER (A1H002) - WR78","-25.4444","25.8621","2525BD00198  DINOKANE LOWER (A1H002) - WR78","Spring/Eye","A10A","","No","1997-10-02","11:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7","0.1",""
"101556","2525BD00198 DINOKANA LOWER (A1H002) - WR78","-25.4444","25.8621","2525BD00198  DINOKANE LOWER (A1H002) - WR78","Spring/Eye","A10A","","No","2007-11-17","10:00:00","","","","","","","NONE","Sample","0.003","0.002","","0.07","0.004","","0.009","0.018","","0.011","0.001","","","","","0.001","0.001","","0.001","0.001","","0.003","0.001","","0.006","0.012","","0.001","0.001","","0.011","0.003","","0.006","0.012","","0.002","0.004","","0.029","0.001","","0.001","0.001","","0.001","0.001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-04-17","10:10:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-05-15","11:25:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-07-10","15:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-08-14","09:45:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-09-11","10:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-10-10","14:50:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1980-11-07","10:45:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-01-03","15:50:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-02-06","16:05:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-05-07","12:59:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-06-01","08:55:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-06-05","13:37:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-08-07","09:35:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-09-12","15:05:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-10-03","12:59:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1981-12-05","16:35:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1982-01-16","16:12:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1982-02-11","08:10:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
"101764","A1H001 MOILOS 37 JO ON DINOKANA UPPER EYE AT DINOKANA PUMP STATION","-25.457","25.85331","DINOKANA UPPER EYE AT DINOKANA (AT PUMP STATION) (A1)                                               ","Spring/Eye","A10A","","Yes","1982-04-10","15:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
