"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","Al-Diss-Water (ALUMINIUM) (mg/L) Result","Al-Diss-Water (ALUMINIUM) (mg/L) Detection Limit","Al-Diss-Water (ALUMINIUM) (mg/L) Greater Than","As-Diss-Water (ARSENIC) (mg/L) Result","As-Diss-Water (ARSENIC) (mg/L) Detection Limit","As-Diss-Water (ARSENIC) (mg/L) Greater Than","B-Diss-Water (BORON) (mg/L) Result","B-Diss-Water (BORON) (mg/L) Detection Limit","B-Diss-Water (BORON) (mg/L) Greater Than","Ba-Diss-Water (BARIUM) (mg/L) Result","Ba-Diss-Water (BARIUM) (mg/L) Detection Limit","Ba-Diss-Water (BARIUM) (mg/L) Greater Than","COD (CHEMICAL OXYGEN DEMAND) (mg/L) Result","COD (CHEMICAL OXYGEN DEMAND) (mg/L) Detection Limit","COD (CHEMICAL OXYGEN DEMAND) (mg/L) Greater Than","Cd-Diss-Water (CADMIUM) (mg/L) Result","Cd-Diss-Water (CADMIUM) (mg/L) Detection Limit","Cd-Diss-Water (CADMIUM) (mg/L) Greater Than","Cr-Diss-Water (CHROMIUM) (mg/L) Result","Cr-Diss-Water (CHROMIUM) (mg/L) Detection Limit","Cr-Diss-Water (CHROMIUM) (mg/L) Greater Than","Cu-Diss-Water (COPPER) (mg/L) Result","Cu-Diss-Water (COPPER) (mg/L) Detection Limit","Cu-Diss-Water (COPPER) (mg/L) Greater Than","Fe-Diss-Water (IRON) (mg/L) Result","Fe-Diss-Water (IRON) (mg/L) Detection Limit","Fe-Diss-Water (IRON) (mg/L) Greater Than","Mn-Diss-Water (MANGANESE) (mg/L) Result","Mn-Diss-Water (MANGANESE) (mg/L) Detection Limit","Mn-Diss-Water (MANGANESE) (mg/L) Greater Than","Mo-Diss-Water (MOLYBDENUM) (mg/L) Result","Mo-Diss-Water (MOLYBDENUM) (mg/L) Detection Limit","Mo-Diss-Water (MOLYBDENUM) (mg/L) Greater Than","Ni-Diss-Water (NICKEL) (mg/L) Result","Ni-Diss-Water (NICKEL) (mg/L) Detection Limit","Ni-Diss-Water (NICKEL) (mg/L) Greater Than","Pb-Diss-Water (LEAD) (mg/L) Result","Pb-Diss-Water (LEAD) (mg/L) Detection Limit","Pb-Diss-Water (LEAD) (mg/L) Greater Than","Sr-Diss-Water (STRONTIUM) (mg/L) Result","Sr-Diss-Water (STRONTIUM) (mg/L) Detection Limit","Sr-Diss-Water (STRONTIUM) (mg/L) Greater Than","V-Diss-Water (VANADIUM) (mg/L) Result","V-Diss-Water (VANADIUM) (mg/L) Detection Limit","V-Diss-Water (VANADIUM) (mg/L) Greater Than","Zn-Diss-Water (ZINC) (mg/L) Result","Zn-Diss-Water (ZINC) (mg/L) Detection Limit","Zn-Diss-Water (ZINC) (mg/L) Greater Than","E.COLI-Susp-Water (ESCHERICHIA COLI) (cfu/100mL) Result","E.COLI-Susp-Water (ESCHERICHIA COLI) (cfu/100mL) Detection Limit","E.COLI-Susp-Water (ESCHERICHIA COLI) (cfu/100mL) Greater Than","E.COLI-SuspMPN-Water (ESCHERICHIA COLI BY MPN METHOD) (MPN/100mL) Result","E.COLI-SuspMPN-Water (ESCHERICHIA COLI BY MPN METHOD) (MPN/100mL) Detection Limit","E.COLI-SuspMPN-Water (ESCHERICHIA COLI BY MPN METHOD) (MPN/100mL) Greater Than","Eh-Phys-Water (REDOX POTENTIAL) (mV) Result","Eh-Phys-Water (REDOX POTENTIAL) (mV) Detection Limit","Eh-Phys-Water (REDOX POTENTIAL) (mV) Greater Than","Hydrogen-3-Water (TRITIUM ATOM RATIO WITH RESPECT TO HYDROGEN (3H/1H)) (TU) Result","Hydrogen-3-Water (TRITIUM ATOM RATIO WITH RESPECT TO HYDROGEN (3H/1H)) (TU) Counting Stat","Hydrogen-3-Water (TRITIUM ATOM RATIO WITH RESPECT TO HYDROGEN (3H/1H)) (TU) Greater Than","O-Abs-Water (OXYGEN ABSORBED) (mg/L) Result","O-Abs-Water (OXYGEN ABSORBED) (mg/L) Detection Limit","O-Abs-Water (OXYGEN ABSORBED) (mg/L) Greater Than","O-Diss-Water (OXYGEN DISSOLVED) (mg/L) Result","O-Diss-Water (OXYGEN DISSOLVED) (mg/L) Detection Limit","O-Diss-Water (OXYGEN DISSOLVED) (mg/L) Greater Than","SOLIDS-Susp-Water (TOTAL SUSPENDED SOLIDS) (mg/L) Result","SOLIDS-Susp-Water (TOTAL SUSPENDED SOLIDS) (mg/L) Detection Limit","SOLIDS-Susp-Water (TOTAL SUSPENDED SOLIDS) (mg/L) Greater Than","TC-SuspMPN-Water (TOTAL COLIFORM COUNT BY MPN METHOD) (MPN/100mL) Result","TC-SuspMPN-Water (TOTAL COLIFORM COUNT BY MPN METHOD) (MPN/100mL) Detection Limit","TC-SuspMPN-Water (TOTAL COLIFORM COUNT BY MPN METHOD) (MPN/100mL) Greater Than","TEMP-Phys-Water (TEMPERATURE) (°C) Result","TEMP-Phys-Water (TEMPERATURE) (°C) Detection Limit","TEMP-Phys-Water (TEMPERATURE) (°C) Greater Than"
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-06-08","07:05:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1985-09-06","20:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-03-08","06:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-06-07","08:15:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-09-06","16:40:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1986-12-06","13:15:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-03-07","06:50:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-06-06","09:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-09-05","10:35:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1987-12-12","06:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-03-05","07:35:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-09-02","09:45:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1988-12-03","16:25:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-03-03","06:59:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-06-02","07:20:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-09-02","07:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1989-12-09","15:25:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-03-10","06:59:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.3","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-06-02","10:30:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-09-08","06:35:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1990-12-08","06:40:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-03-02","07:55:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-06-08","09:00:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-09-09","11:00:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1991-11-25","12:30:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1992-02-13","10:20:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1992-03-12","10:00:00","","","","0","","","","Observation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.6","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1992-06-19","09:15:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1992-12-09","09:15:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1993-08-16","13:25:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.5","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1994-06-17","08:53:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.8","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1994-11-18","09:15:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.2","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1995-01-25","12:00:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","0.1",""
"101765","A1H002Q01 DINOKANA LOWER EYE AT DINOKANA (AT DAM)","-25.4444","25.8621","SKILPAD EYE AT MOILWAS (FLOOD) (A1)                                                                 ","Spring/Eye","A10A","","Yes","1995-08-14","09:54:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1980-05-15","12:05:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-09-11","14:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-10-01","17:00:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1981-12-04","18:05:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-01-15","17:26:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-02-11","11:20:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-04-10","14:20:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-05-15","09:55:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-06-19","10:40:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-07-09","17:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-08-13","17:20:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-09-18","10:05:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-11-20","16:50:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1982-12-24","18:00:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1983-01-22","17:30:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1983-04-23","09:00:00","","","","9.401","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1983-10-15","13:15:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","0.1",""
"101766","A1H003Q01 TWEEFONTEIN UPPER EYE AT TWEEFONTEIN","-25.545","25.935278","TWEEFONTEIN UPPER EYE AT TWEEFONTEIN (A1)                                                           ","Spring/Eye","A10A","","No","1984-01-06","13:40:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","0.1",""
