"Monitoring Point ID","Monitoring Point Name","Latitude","Longitude","Located on Feature Name","Located on Type","Drainage Region Name","Feature Reference Code","Monitoring Active","Sample Start Date","Sample Start Time","Sample End Date","Sample End Time","Time Interval","Sample Start Depth","Sample End Depth","Depth Interval","Preservative","Action Type","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Result","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Detection Limit","ASAR-Diss-Water (ADJUSTED SODIUM ADSORPTION RATIO) (null) Greater Than","CORR-Diss-Water (CORROSIVITY INDEX) (null) Result","CORR-Diss-Water (CORROSIVITY INDEX) (null) Detection Limit","CORR-Diss-Water (CORROSIVITY INDEX) (null) Greater Than","Ca-Diss-Water (CALCIUM) (mg/L) Result","Ca-Diss-Water (CALCIUM) (mg/L) Detection Limit","Ca-Diss-Water (CALCIUM) (mg/L) Greater Than","Cl-Diss-Water (CHLORIDE) (mg/L) Result","Cl-Diss-Water (CHLORIDE) (mg/L) Detection Limit","Cl-Diss-Water (CHLORIDE) (mg/L) Greater Than","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Result","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Detection Limit","DMS-Tot-Water (DISSOLVED MAJOR SALTS) (mg/L) Greater Than","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Result","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Detection Limit","EC-Phys-Water (ELECTRICAL CONDUCTIVITY) (mS/m) Greater Than","F-Diss-Water (FLUORIDE) (mg/L) Result","F-Diss-Water (FLUORIDE) (mg/L) Detection Limit","F-Diss-Water (FLUORIDE) (mg/L) Greater Than","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Result","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Detection Limit","HARD-Mg-Calc-Water (HARDNESS MAGNESIUM CALCULATED) (mg/L) Greater Than","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Result","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Detection Limit","HARD-Tot-Water (HARDNESS AS CACO3 CALCULATED) (mg/L) Greater Than","K-Diss-Water (POTASSIUM) (mg/L) Result","K-Diss-Water (POTASSIUM) (mg/L) Detection Limit","K-Diss-Water (POTASSIUM) (mg/L) Greater Than","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Result","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Detection Limit","KJEL N-Tot-Water (KJELDAHL NITROGEN) (mg/L) Greater Than","LANGL-Index-Water (LANGLIER INDEX) (null) Result","LANGL-Index-Water (LANGLIER INDEX) (null) Detection Limit","LANGL-Index-Water (LANGLIER INDEX) (null) Greater Than","Mg-Diss-Water (MAGNESIUM) (mg/L) Result","Mg-Diss-Water (MAGNESIUM) (mg/L) Detection Limit","Mg-Diss-Water (MAGNESIUM) (mg/L) Greater Than","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Result","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Detection Limit","NH3(25)-Union-Diss-W (AMMONIA UN-IONISED 25 °C) (mg/L) Greater Than","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Result","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Detection Limit","NH4-N-Diss-Water (AMMONIUM NITROGEN) (mg/L) Greater Than","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Result","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Detection Limit","NO3+NO2-N-Diss-Water (NITRATE + NITRITE NITROGEN) (mg/L) Greater Than","Na-Diss-Water (SODIUM) (mg/L) Result","Na-Diss-Water (SODIUM) (mg/L) Detection Limit","Na-Diss-Water (SODIUM) (mg/L) Greater Than","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Result","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Detection Limit","P-Tot-Water (TOTAL PHOSPHORUS) (mg/L) Greater Than","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Result","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Detection Limit","PO4-P-Diss-Water (ORTHO PHOSPHATE AS PHOSPHORUS) (mg/L) Greater Than","RYZNAR-Index-Water (RYZNAR) (null) Result","RYZNAR-Index-Water (RYZNAR) (null) Detection Limit","RYZNAR-Index-Water (RYZNAR) (null) Greater Than","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Result","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Detection Limit","SAR-Diss-Water (SODIUM ADSORPTION RATIO) (null) Greater Than","SO4-Diss-Water (SULPHATE) (mg/L) Result","SO4-Diss-Water (SULPHATE) (mg/L) Detection Limit","SO4-Diss-Water (SULPHATE) (mg/L) Greater Than","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Result","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Detection Limit","SO4Ion/MajAnions-Wat (SULPHATE ION TO MAJOR ANION RATIO) (null) Greater Than","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Result","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Detection Limit","SO4Ion/TotAnions-Wat (SULPHATE ION TO TOTAL ANION RATIO) (null) Greater Than","Si-Diss-Water (SILICON) (mg/L) Result","Si-Diss-Water (SILICON) (mg/L) Detection Limit","Si-Diss-Water (SILICON) (mg/L) Greater Than","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Result","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Detection Limit","TAL-Diss-Water (TOTAL ALKALINITY AS CALCIUM CARBONATE) (mg/L) Greater Than","pH-Diss-Water (PH) (pH units) Result","pH-Diss-Water (PH) (pH units) Detection Limit","pH-Diss-Water (PH) (pH units) Greater Than","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Result","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Detection Limit","pHs-Calc-Water (PH AT SATURATION WITH RESPECT TO CACO3) (null) Greater Than","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Result","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Detection Limit","NO2-N-Diss-Water (NITRITE NITROGEN) (mg/L) Greater Than","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Result","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Detection Limit","N-Tot-Calc-Water (TOTAL NITROGEN CALCULATED) (mg/L) Greater Than"
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1996-11-27","10:25:00","","","","0","","","HGCL2","Sample","0.066","","","0.749","","","2","1","","3.2","3","","34","1","","4.2","1","","0.05","0.1","","4.51","","","10.348","","","0.59","0.3","","","","","-4.282","","","1.3","1","","0","","","0.041","0.04","","0.323","0.04","","2","2","","","","","0.005","0.005","","14.164","","","0.27","0","","5.8","4","","","","","","","","7.2","0.4","","14.1","4","","6.7","2","","9.881","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1997-06-23","15:30:00","","","","0","","","HGCL2","Sample","0.03","","","0.343","","","2.2","1","","3","3","","36","1","","305","1","","0.12","0.1","","4.857","","","11.259","","","0.41","0.3","","","","","-3.727","","","1.4","1","","0","","","0.02","0.04","","0.319","0.04","","2.5","2","","","","","0.021","0.005","","13.455","","","0.32","0","","2","4","","","","","","","","6.68","0.4","","18.4","4","","6","2","","9.727","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1997-10-10","09:00:00","","","","0","","","HGCL2","Sample","0","","","0.194","","","2.1","1","","1.5","3","","41","1","","3.6","1","","0.1","0.1","","5.55","","","11.833","","","0.48","0.3","","","","","-3.682","","","1.6","1","","0","","","0.02","0.04","","0.319","0.04","","2.6","2","","","","","0.022","0.005","","13.363","","","0.33","0","","2","4","","","","","","","","6","0.4","","21.7","4","","5.87","2","","9.679","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1998-05-05","16:28:00","","","","0","","","HGCL2","Sample","0.062","","","0.298","","","2.3","1","","1.5","3","","31","1","","10","1","","0.11","0.1","","4.51","","","11.097","","","0.48","0.3","","","","","-3.617","","","1.3","1","","0","","","0.02","0.04","","0.297","0.04","","2.2","2","","","","","0.006","0.005","","13.434","","","0.29","0","","2","4","","","","","","","","6.98","0.4","","14.1","4","","6.2","2","","9.813","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1998-06-16","08:10:00","","","","0","","","HGCL2","Sample","0.067","","","0.787","","","2.4","1","","1.5","3","","32","1","","20","1","","0.21","0.1","","5.204","","","12.171","","","0.43","0.3","","","","","-4.781","","","1.5","1","","0","","","0.049","0.04","","0.34","0.04","","2.1","2","","","","","0.013","0.005","","14.662","","","0.26","0","","6.8","4","","","","","","","","7.17","0.4","","11.7","4","","5.1","2","","9.879","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1999-04-08","08:52:00","","","","0","","","HGCL2","Sample","0.101","","","0.664","","","1.5","1","","4.5","3","","30","1","","3.9","1","","0.05","0.1","","4.51","","","9.099","","","0.37","0.3","","","","","-4.447","","","1.3","1","","0","","","0.02","0.04","","0.344","0.04","","2","2","","","","","0.013","0.005","","14.494","","","0.29","0","","2","4","","","","","","","","7.05","0.4","","12.7","4","","5.6","2","","10.045","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1999-04-08","08:53:00","","","","0","","","NONE","Sample","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","1999-09-13","12:15:00","","","","0","","","HGCL2","Sample","","","","","","","","","","","","","","","","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2000-04-03","13:25:00","","","","","","","HGCL2","Sample","0.067","","","0.521","","","3.575","1","","5","10","","48.712","","","5.12","1","","0.145","0.1","","7.278","","","17.567","","","0.417","0.3","","","","","-2.18","","","2.098","1","","0","","","0.02","0.04","","0.354","0.04","","3.305","2","","","","","0.012","0.005","","11.616","","","0.343","","","4.665","4","","","","","","","","7.235","0.4","","22.864","4","","7.255","2","","9.435","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2000-04-03","13:25:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.14","","","0.133","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2000-11-01","09:00:00","","","","","","","HGCL2","Sample","","","","","","","2.868","1","","5","10","","","","","","","","0.143","0.1","","","","","","","","0.386","0.3","","","","","","","","1.5","1","","","","","0.02","0.04","","0.328","0.04","","2.434","2","","","","","0.01","0.005","","","","","","","","4.829","4","","","","","","","","7.2","0.4","","11.773","4","","6.822","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2000-11-01","09:00:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.198","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2000-11-01","09:00:00","","","","","","","HGCL2","Sample","0.062","","","1.027","","","","","","","","","33.023","","","3.62","1","","","","","5.204","","","13.339","","","","","","","","","-2.98","","","","","","0","","","","","","","","","","","","","","","","","","12.783","","","0.29","","","","","","","","","","","","","","","","","","","","","9.802","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2000-11-01","09:00:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.211","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-05-11","09:25:00","","","","","","","HGCL2","Sample","","","","","","","3.454","1","","5","10","","","","","","","","0.123","0.1","","","","","","","","0.473","0.3","","","","","","","","1.703","1","","","","","0.02","0.04","","0.342","0.04","","2.987","2","","","","","0.125","0.005","","","","","","","","2","4","","","","","","","","7.396","0.4","","13.944","4","","6.245","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-05-11","09:25:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.083","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-05-11","09:25:00","","","","","","","HGCL2","Sample","0.023","","","0.656","","","","","","","","","34.664","","","4.14","1","","","","","5.908","","","15.638","","","","","","","","","-3.405","","","","","","0","","","","","","","","","","","","","","","","","","13.056","","","0.329","","","","","","","","","","","","","","","","","","","","","9.65","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-05-11","09:25:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-10-09","13:00:00","","","","","","","HGCL2","Sample","","","","","","","4.441","1","","5","10","","","","","","","","0.103","0.1","","","","","","","","0.669","0.3","","","","","","","","1.962","1","","","","","0.02","0.04","","0.409","0.04","","2.199","2","","","","","0.015","0.011","","","","","","","","5.516","4","","","","","","","","6.711","0.4","","17.769","4","","7.182","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-10-09","13:00:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.178","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-10-09","13:00:00","","","","","","","HGCL2","Sample","0.027","","","0.721","","","","","","","","","43.437","","","4.72","2","","","","","6.806","","","19.17","","","","","","","","","-2.264","","","","","","0","","","","","","","","","","","","","","","","","","11.709","","","0.219","","","","","","","","","","","","","","","","","","","","","9.446","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2001-10-09","13:00:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-04-15","13:45:00","","","","","","","HGCL2","Sample","0.041","","","0.678","","","1.879","1","","5","10","","31.508","","","3.71","2","","0.05","0.1","","7.15","","","13.18","","","0.558","0.3","","","","","-2.116","","","2.061","1","","0.001","","","0.02","0.04","","0.299","0.04","","2.14","2","","","","","0.006","0.011","","12.041","","","0.257","","","2","4","","","","","","","","7.301","0.4","","13.494","4","","","","","9.925","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-04-15","13:45:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.092","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-04-15","13:45:00","","","","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.809","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-04-15","13:45:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.087","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-09-17","08:25:00","","","","","","","HGCL2","Sample","","","","","","","3.367","1","","5","10","","","","","","","","0.05","0.1","","","","","","","","0.489","0.3","","","","","","","","1.666","1","","","","","0.02","0.04","","0.218","0.04","","1","2","","","","","0.013","0.011","","","","","","","","6.398","4","","","","","","","","6.579","0.4","","15.739","4","","6.678","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-09-17","08:25:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.219","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-09-17","08:25:00","","","","","","","HGCL2","Sample","0.003","","","0.872","","","","","","","","","38.191","","","4.14","2","","","","","5.779","","","15.269","","","","","","","","","-2.935","","","","","","0","","","","","","","","","","","","","","","","","","12.548","","","0.111","","","","","","","","","","","","","","","","","","","","","9.613","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2002-09-17","08:25:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.226","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-05-22","15:30:00","","","","","","","HGCL2","Sample","0.044","","","0.711","","","1.888","1","","5","10","","28.271","","","3.65","2","","0.161","0.1","","4.121","","","9.607","","","0.462","0.3","","","","","-3.341","","","1.188","1","","0","","","0.02","0.04","","0.178","0.04","","1","2","","","","","0.022","0.011","","13.279","","","0.14","","","2","4","","","","","","","","6.679","0.4","","12.869","4","","","","","9.939","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-05-22","15:30:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.095","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-05-22","15:30:00","","","","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.598","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-05-22","15:30:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-09-22","11:20:00","","","","","","","HGCL2","Sample","0.023","","","1.287","","","3.378","1","","5","10","","38.793","","","3.84","2","","0.134","0.1","","6.376","","","16.005","","","0.421","0.3","","","","","-2.203","","","1.838","1","","0","","","0.02","0.04","","0.318","0.04","","2.053","2","","","","","0.027","0.011","","11.907","","","0.223","","","8.94","4","","","","","","","","7.102","0.4","","12.723","4","","","","","9.705","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-09-22","11:20:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.32","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-09-22","11:20:00","","","","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.502","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2003-09-22","11:20:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.303","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2004-06-10","09:45:00","","","","","","","HGCL2","Sample","","","","","","","3.009","1","","2.5","5","","","","","","","","0.1","0.2","","","","","","","","0.535","0.3","","","","","","","","1.854","1","","","","","0.015","0.03","","0.151","0.11","","2.471","2","","","","","0.012","0.023","","","","","","","","3","6","","","","","","","","6.249","0.6","","11.993","8","","7.759","2","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2004-06-10","09:45:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2004-06-10","09:45:00","","","","","","","HGCL2","Sample","0.042","","","0.555","","","","","","","","","28.816","","","3.69","0.1","","","","","6.432","","","15.149","","","","","","","","","-2.009","","","","","","0.001","","","","","","","","","","","","","","","","","","11.776","","","0.276","","","","","","","","","","","","","","","","","","","","","9.768","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2004-06-10","09:45:00","","","0","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.168","","","","","","","","","","","","","","","","","","","","","","",""
"89822","ZQMZRS1 2526CA00989 ZEERUST-LOTTERINGSKRAAL","-25.540833","26.079722","ZQMZRS1 ZEERUST                                                                                     ","Borehole","A31D","","No","2004-10-28","10:00:00","","","","","","","HGCL2","Sample","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.142","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.426","2","","","","","","","","","",""
