"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterStrike_ConstructionCompletionDate","WaterStrike_YieldMeasurementMethod","WaterStrike_WaterStrikeType","WaterStrike_SeepageValue","WaterStrike_DepthToTop","WaterStrike_DepthToBottom","WaterStrike_TotalBlowYieldValue","WaterStrike_ContributionValue"
"Dept Water - Pretoria","2526CA00323","Borehole","-25.53398","26.08300","1908-03-05",,"Total Yield",,"21.34",,"0.1300",
"Dept Water - Pretoria","2526CA00321","Borehole","-25.53397","26.08300","1904-06-18",,"Total Seepage","0.0001","31.09",,,
"Dept Water - Pretoria","2526CA00319","Borehole","-25.53396","26.08300","1953-01-17",,"Total Yield",,"21.94",,"6.3100",
"Dept Water - Pretoria","2526CA00317","Borehole","-25.53395","26.08300","",,"",,,,,
"Dept Water - Pretoria","2526CA00315","Borehole","-25.53394","26.08300","",,"",,,,,
"Dept Water - Pretoria","2526CA00314","Borehole","-25.53393","26.08300","",,"",,,,,
"Dept Water - Pretoria","2526CA00316","Borehole","-25.53393","26.08301","",,"",,,,,
"Dept Water - Pretoria","2526CA00318","Borehole","-25.53393","26.08302","",,"",,,,,
"Dept Water - Pretoria","2526CA00320","Borehole","-25.53393","26.08303","",,"",,,,,
"Dept Water - Pretoria","2526CA00322","Borehole","-25.53393","26.08304","1904-07-23",,"Total Yield",,"53.34",,"0.2500",
"Dept Water - Pretoria","2526CA00328","Borehole","-25.53393","26.08306","1978-06-06",,"Total Yield",,"79.00",,"2.1300",
"Dept Water - Pretoria","2525DB00193","Borehole","-25.53367","25.89966","1988-04-20",,"Total Seepage","0.0001","108.00",,,
"Dept Water - Pretoria","2525DB00194","Borehole","-25.53367","25.89967","1988-04-22","Float Principle (Thalimedes)","Total Yield",,"33.00",,"3.6000",
"Dept Water - Pretoria","2525DB00191","Borehole","-25.53366","25.89965","1915-05-25","Estimated","Individual Contribution",,"42.06",,"1.5001","1.5"
"Dept Water - Pretoria","2525DB00191","Borehole","-25.53366","25.89965","1915-05-25","Estimated","Individual Contribution","0.0001","16.46",,"1.5001",
"Dept Water - Pretoria","2525DB00192","Borehole","-25.53366","25.89966","1930-07-01","Float Principle (Thalimedes)","Total Yield",,"24.38",,"0.9100",
"Dept Water - Pretoria","2525DB00190","Borehole","-25.53365","25.89965","1911-09-08","Float Principle (Thalimedes)","Total Yield",,"19.20",,"1.8900",
"Dept Water - Pretoria","2526CA00572","Borehole","-25.53257","26.02527","",,"",,,,,
"Dept Water - Pretoria","2525DA00117","Borehole","-25.53253","25.71241","",,"",,,,,
"Dept Water - Pretoria","045354","Borehole","-25.53232","25.82925","1997-10-24",,"Total Yield",,"60.00",,"4.0000",
"Dept Water - Pretoria","2525DA00114","Borehole","-25.53212","25.73791","",,"",,,,,
"Dept Water - Pretoria","045355A","Borehole","-25.53170","25.82965","",,"",,,,,
"Dept Water - Pretoria","2525DB00313","Borehole","-25.53088","25.90854","1982-02-04",,"Total Yield",,"15.00",,"2.0100",
"Dept Water - Pretoria","2525DB00312","Borehole","-25.53087","25.90854","",,"",,,,,
"Dept Water - Pretoria","2525DB00314","Borehole","-25.53087","25.90855","1982-02-05",,"Total Yield",,"15.00",,"0.6600",
"Dept Water - Pretoria","2525DB00130","Borehole","-25.53059","25.95659","",,"",,,,,
"Dept Water - Pretoria","2525DB00116","Borehole","-25.53031","25.98520","",,"",,,,,
"Dept Water - Pretoria","2525DB00057","Borehole","-25.52975","25.80937","",,"",,,,,
"Dept Water - Pretoria","2526CA00369","Borehole","-25.52893","26.01078","",,"",,,,,
"Dept Water - Pretoria","2525DB00386","Borehole","-25.52848","25.81094","",,"",,,,,
"Dept Water - Pretoria","2525DB00129","Borehole","-25.52809","25.95659","",,"",,,,,
"Dept Water - Pretoria","2526CA00396","Borehole","-25.52726","26.02328","",,"",,,,,
"Dept Water - Pretoria","2526CA00385","Borehole","-25.52698","26.01633","",,"",,,,,
"Dept Water - Pretoria","2526CA00376","Borehole","-25.52698","26.02050","",,"",,,,,
"Dept Water - Pretoria","2525DB00127","Borehole","-25.52697","25.95715","",,"",,,,,
"Dept Water - Pretoria","2525DB00128","Borehole","-25.52697","25.95798","",,"",,,,,
"Dept Water - Pretoria","2526CA00386","Borehole","-25.52615","26.01717","",,"",,,,,
"Dept Water - Pretoria","2526CA00387","Borehole","-25.52615","26.02272","",,"",,,,,
"Dept Water - Pretoria","2526CA00113","Borehole","-25.52561","26.04967","1969-04-17",,"Total Seepage","0.0001","35.05",,,
"Dept Water - Pretoria","2526CA00114","Borehole","-25.52561","26.04968","1969-08-07",,"Total Seepage","0.0700","75.28",,,
"Dept Water - Pretoria","2526CA00384","Borehole","-25.52560","26.01550","",,"",,,,,
"Dept Water - Pretoria","2526CA00377","Borehole","-25.52560","26.01911","",,"",,,,,
"Dept Water - Pretoria","2526CA00747","Borehole","-25.52560","26.04550","1992-08-04",,"Total Seepage","0.0001","33.00",,,
"Dept Water - Pretoria","2526CA00748","Borehole","-25.52560","26.04551","1992-07-31",,"Total Seepage","0.0001","24.00",,,
"Dept Water - Pretoria","2526CA00729","Borehole","-25.52560","26.04828","1991-12-11",,"Total Yield",,"28.00",,"4.0000",
"Dept Water - Pretoria","2526CA00112","Borehole","-25.52560","26.04967","1969-02-11",,"Total Seepage","0.0200","24.38",,,
"Dept Water - Pretoria","2526CA00370","Borehole","-25.52532","26.01355","",,"",,,,,
"Dept Water - Pretoria","2526CA00381","Borehole","-25.52532","26.01578","",,"",,,,,
"Dept Water - Pretoria","2525DB00115","Borehole","-25.52531","25.97270","",,"",,,,,
"Dept Water - North West","045366","Borehole","-25.52484","25.91952","1998-06-04",,"Total Yield",,"155.00",,"0.2000",
"Dept Water - North West","2525DB00006","Borehole","-25.52473","25.91948","1977-02-18",,"Total Yield",,"54.00",,"0.1300",
"Dept Water - Pretoria","2526CA00542","Borehole","-25.52400","26.07873","",,"",,,,,
"Dept Water - Pretoria","2526CA00543","Borehole","-25.52330","26.07911","",,"",,,,,
"Dept Water - Pretoria","2525DB00083","Borehole","-25.52197","25.90742","",,"",,,,,
"Dept Water - Pretoria","2525DB00114","Borehole","-25.52114","25.93965","",,"",,,,,
"Dept Water - Pretoria","2525DB00385","Borehole","-25.51922","25.77059","",,"",,,,,
"Dept Water - Pretoria","2526CA00570","Borehole","-25.51906","26.03881","",,"",,,,,
"Dept Water - Pretoria","2525DB00085","Borehole","-25.51892","25.90992","",,"",,,,,
"Dept Water - Pretoria","2526CA00571","Borehole","-25.51851","26.02960","",,"",,,,,
"Dept Water - Pretoria","2526CA00154","Borehole","-25.51741","26.01634","",,"",,,,,
"Dept Water - Pretoria","2526CA00152","Borehole","-25.51740","26.01634","1965-08-26",,"Total Yield",,"42.67",,"1.0700",
"Dept Water - Pretoria","2526CA00150","Borehole","-25.51739","26.01634","1960-05-18",,"Total Seepage","0.0001","51.21",,,
"Dept Water - Pretoria","2526CA00148","Borehole","-25.51738","26.01634","1959-02-23",,"Total Seepage","0.0001","60.96",,,
"Dept Water - Pretoria","2526CA00146","Borehole","-25.51737","26.01634","1958-12-17",,"Total Seepage","0.0001","39.93",,,
"Dept Water - Pretoria","2526CA00144","Borehole","-25.51736","26.01634","1958-10-22",,"Total Seepage","0.0001","40.84",,,
"Dept Water - Pretoria","2526CA00142","Borehole","-25.51735","26.01634","",,"Total Seepage","0.0001","33.53",,,
"Dept Water - Pretoria","2526CA00140","Borehole","-25.51734","26.01634","1957-07-23",,"Total Seepage","0.0001","22.55",,,
"Dept Water - Pretoria","2526CA00138","Borehole","-25.51733","26.01634","1957-05-25",,"Total Yield",,"30.48",,"0.2700",
"Dept Water - Pretoria","2526CA00136","Borehole","-25.51732","26.01634","1957-04-17",,"Total Yield",,"54.86",,"0.6300",
"Dept Water - Pretoria","2526CA00134","Borehole","-25.51731","26.01634","1932-09-09",,"Individual Contribution",,"16.76",,"0.2001","0.2"
"Dept Water - Pretoria","2526CA00134","Borehole","-25.51731","26.01634","1932-09-09",,"Individual Contribution","0.0001","14.32",,"0.2001",
"Dept Water - Pretoria","2526CA00132","Borehole","-25.51730","26.01634","1924-08-18",,"Total Seepage","0.0700","22.86",,,
"Dept Water - Pretoria","2526CA00130","Borehole","-25.51729","26.01634","",,"",,,,,
"Dept Water - Pretoria","2526CA00128","Borehole","-25.51728","26.01634","1922-07-22",,"Total Yield",,"20.73",,"0.6500",
"Dept Water - Pretoria","2526CA00127","Borehole","-25.51727","26.01634","1922-07-01",,"Total Yield",,"19.81",,"0.4400",
"Dept Water - Pretoria","2526CA00129","Borehole","-25.51727","26.01635","1921-08-22",,"Individual Contribution",,"25.60",,"0.9001","0.9"
"Dept Water - Pretoria","2526CA00129","Borehole","-25.51727","26.01635","1921-08-22",,"Individual Contribution","0.0001","19.20",,"0.9001",
"Dept Water - Pretoria","2526CA00131","Borehole","-25.51727","26.01636","1923-02-14",,"Total Yield",,"17.98",,"1.0100",
"Dept Water - Pretoria","2526CA00133","Borehole","-25.51727","26.01637","1932-08-31",,"Total Seepage","0.0001","28.96",,,
"Dept Water - Pretoria","2526CA00135","Borehole","-25.51727","26.01638","1932-10-21",,"Total Seepage","0.0001","16.15",,,
"Dept Water - Pretoria","2526CA00137","Borehole","-25.51727","26.01639","1957-05-07",,"Total Yield",,"36.58",,"0.2600",
"Dept Water - Pretoria","2526CA00139","Borehole","-25.51727","26.01640","1957-07-05",,"Total Seepage","0.0700","35.66",,,
"Dept Water - Pretoria","2526CA00141","Borehole","-25.51727","26.01641","1957-08-07",,"Individual Contribution",,"28.65",,"1.1001","1.1"
"Dept Water - Pretoria","2526CA00141","Borehole","-25.51727","26.01641","1957-08-07",,"Individual Contribution","0.0001","15.26",,"1.1001",
"Dept Water - Pretoria","2526CA00143","Borehole","-25.51727","26.01642","1958-09-24",,"Total Yield",,"24.38",,"0.1300",
"Dept Water - Pretoria","2526CA00145","Borehole","-25.51727","26.01643","1958-11-12",,"Total Seepage","0.0001","25.15",,,
"Dept Water - Pretoria","2526CA00147","Borehole","-25.51727","26.01644","1959-01-17",,"Total Seepage","0.0001","47.85",,,
"Dept Water - Pretoria","2526CA00149","Borehole","-25.51727","26.01645","1959-03-21",,"Total Seepage","0.0600","34.44",,,
"Dept Water - Pretoria","2526CA00151","Borehole","-25.51727","26.01646","1965-05-18",,"Total Yield",,"67.06",,"0.2500",
"Dept Water - Pretoria","2526CA00153","Borehole","-25.51727","26.01647","1965-10-08",,"Total Yield",,"51.82",,"0.8500",
"Dept Water - Pretoria","2526CA00155","Borehole","-25.51727","26.01648","1965-11-22",,"Total Yield",,"27.43",,"0.6400",
"Dept Water - Pretoria","2525DB00080","Borehole","-25.51725","25.90992","",,"",,,,,
"Dept Water - Pretoria","2525DB00081","Borehole","-25.51586","25.90881","",,"",,,,,
"Dept Water - Pretoria","2525DB00084","Borehole","-25.51586","25.90884","",,"",,,,,
"Dept Water - Pretoria","2525DB00126","Borehole","-25.51586","25.96742","",,"",,,,,
"Dept Water - Pretoria","2525DB00082","Borehole","-25.51392","25.90798","",,"",,,,,
"Dept Water - Pretoria","2525DB00132","Borehole","-25.51253","25.96576","",,"",,,,,
"Dept Water - Pretoria","2525DB00125","Borehole","-25.51253","25.97687","",,"",,,,,
"Dept Water - Pretoria","2525DB00117","Borehole","-25.51225","25.98853","",,"",,,,,
"Dept Water - Pretoria","2525DB00118","Borehole","-25.51170","25.98798","",,"",,,,,
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","",,"",,,,,
"Dept Water - Pretoria","2525DB00144","Borehole","-25.51031","25.96967","",,"",,,,,
"Dept Water - Pretoria","2525BD00144","Borehole","-25.50860","25.83243","",,"",,,,,
"Dept Water - Pretoria","2525DB00119","Borehole","-25.50781","25.96742","",,"",,,,,
"Dept Water - Pretoria","2525DB00056","Borehole","-25.50753","25.82909","",,"",,,,,
"Dept Water - Pretoria","2525DB00120","Borehole","-25.50642","25.96687","",,"",,,,,
"Dept Water - Pretoria","2525DB00113","Borehole","-25.50614","25.93576","",,"",,,,,
"Dept Water - Pretoria","2525DB00121","Borehole","-25.50614","25.96742","",,"",,,,,
"Dept Water - Pretoria","2525DB00131","Borehole","-25.50447","25.96076","",,"",,,,,
"Dept Water - Pretoria","2525DB00124","Borehole","-25.50447","25.96742","",,"",,,,,
"Dept Water - Pretoria","2525DB00384","Borehole","-25.50404","25.83029","",,"",,,,,
"Dept Water - Pretoria","2525DB00122","Borehole","-25.50392","25.96742","",,"",,,,,
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","",,"",,,,,
"Dept Water - Pretoria","2525DA00087","Borehole","-25.50365","25.74576","1996-01-30","Estimated","Individual Contribution",,"17.00","20.00","0.8000","0.1"
"Dept Water - Pretoria","2525DA00087","Borehole","-25.50365","25.74576","1996-01-30","Estimated","Individual Contribution",,"45.00","49.00","0.8000","0.7"
"Dept Water - Pretoria","2525DB00123","Borehole","-25.50336","25.96715","",,"",,,,,
"Dept Water - North West","08-72106","Borehole","-25.50336","25.96767","",,"",,,,,
"Dept Water - Pretoria","2525DA00085","Borehole","-25.50281","25.74326","",,"",,,,,
"Dept Water - North West","08-72105","Borehole","-25.50227","25.96729","",,"",,,,,
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","",,"",,,,,
"Dept Water - Pretoria","045364AA","Borehole","-25.50058","25.80770","",,"",,,,,
"Dept Water - Pretoria","2525BC00071","Borehole","-25.49984","25.67404","1991-11-23","Float Principle (Thalimedes)","Total Yield",,"30.00",,"0.9500",
"Dept Water - Pretoria","2525BC00056","Borehole","-25.49864","25.73965","1998-02-27",,"Total Yield",,"55.00","84.00","1.4000",
"Dept Water - Pretoria","2525BC00050","Borehole","-25.49753","25.74521","1995-02-09","Float Principle (Thalimedes)","Total Yield",,"46.00",,"4.0000",
"Dept Water - Pretoria","2525BC00051","Borehole","-25.49726","25.74354","1996-02-12",,"Individual Contribution",,"53.00",,"2.9001","2.9"
"Dept Water - Pretoria","2525BC00051","Borehole","-25.49726","25.74354","1996-02-12",,"Individual Contribution","0.0001","31.00",,"2.9001",
"Dept Water - Pretoria","2525BC00061","Borehole","-25.49704","25.73917","1999-11-18","Float Principle (Thalimedes)","Total Yield",,"71.00",,"0.2400",
"Dept Water - Pretoria","2525BC00055","Borehole","-25.49642","25.73965","1998-03-03",,"Total Yield",,"15.00","60.00","1.4000",
"Dept Water - Pretoria","2525BC00057","Borehole","-25.49639","25.66635","1998-03-05",,"Total Seepage","0.0001","114.00",,,
"Dept Water - North West","08-72077","Borehole","-25.49594","25.92910","",,"",,,,,
"Dept Water - Pretoria","2525BC00062","Borehole","-25.49574","25.68118","1993-10-18",,"Individual Contribution",,"32.00",,"1.5000","1.2"
"Dept Water - Pretoria","2525BC00062","Borehole","-25.49574","25.68118","1993-10-18",,"Individual Contribution",,"65.00",,"1.5000","0.3"
"Dept Water - Pretoria","045361","Borehole","-25.49530","25.87495","",,"",,,,,
"Dept Water - Pretoria","2525BC00058","Borehole","-25.49499","25.65635","1998-03-05","Float Principle (Thalimedes)","Total Yield",,"25.00",,"0.2300",
"Dept Water - Pretoria","2525BC00059","Borehole","-25.49499","25.68155","1998-03-04","Estimated","Individual Contribution",,"23.00",,"4.0101","4.0"
"Dept Water - Pretoria","2525BC00059","Borehole","-25.49499","25.68155","1998-03-04","Estimated","Individual Contribution","0.0001","45.00",,"4.0101",
"Dept Water - Pretoria","2525BC00059","Borehole","-25.49499","25.68155","1998-03-04","Estimated","Individual Contribution","0.0100","33.00",,"4.0101",
"Dept Water - Pretoria","2525BC00024","Borehole","-25.49282","25.66632","1963-03-13",,"Total Seepage","0.0001","39.62",,,
"Dept Water - Pretoria","2525BC00023","Borehole","-25.49281","25.66632","1963-03-13",,"Total Seepage","0.0001","38.10",,,
"Dept Water - Pretoria","2525BC00025","Borehole","-25.49281","25.66632","1963-04-04",,"Total Seepage","0.0700","41.45",,,
"Dept Water - Pretoria","2525BC00026","Borehole","-25.49281","25.66632","1963-04-16",,"Individual Contribution",,"45.72",,"2.3001","2.3"
"Dept Water - Pretoria","2525BC00026","Borehole","-25.49281","25.66632","1963-04-16",,"Individual Contribution","0.0001","41.15",,"2.3001",
"Dept Water - Pretoria","2525BC00027","Borehole","-25.49281","25.66632","1963-05-21",,"Total Yield",,"47.55",,"0.3800",
"Dept Water - Pretoria","2525BC00028","Borehole","-25.49281","25.66632","1963-05-15",,"Total Seepage","0.0500","51.21",,,
"Dept Water - Pretoria","2525BC00029","Borehole","-25.49281","25.66632","1963-07-12",,"Total Seepage","0.0500","45.11",,,
"Dept Water - Pretoria","2525BC00030","Borehole","-25.49281","25.66632","1963-10-23",,"Total Seepage","0.0001","49.38",,,
"Dept Water - Pretoria","2525BC00031","Borehole","-25.49281","25.66632","1966-05-06",,"Total Seepage","0.0800","24.38",,,
"Dept Water - Pretoria","2525BC00032","Borehole","-25.49281","25.66632","1966-05-31",,"Total Yield",,"33.53",,"0.6300",
"Dept Water - Pretoria","2525BC00033","Borehole","-25.49281","25.66632","1966-06-24",,"Total Seepage","0.0100","83.82",,,
"Dept Water - Pretoria","2525BC00034","Borehole","-25.49281","25.66632","1966-08-03",,"Total Seepage","0.0001","77.11",,,
"Dept Water - North West","045810","Borehole","-25.48993","25.74899","1998-09-09",,"Total Yield",,"150.00",,"0.4000",
"Dept Water - North West","045809","Borehole","-25.48973","25.74932","1998-09-04",,"Total Yield",,"150.00",,"0.6600",
"Dept Water - North West","08-72037","Borehole","-25.48559","25.92364","",,"",,,,,
"Dept Water - Pretoria","2526CA00010","Borehole","-25.48396","26.03302","1973-12-17",,"Total Seepage","0.0001","103.00",,,
"Dept Water - Pretoria","2526CA00008","Borehole","-25.48395","26.03301","1973-11-08",,"Total Seepage","0.0001","105.00",,,
"Dept Water - Pretoria","2526CA00009","Borehole","-25.48395","26.03302","1973-11-23",,"Total Seepage","0.0001","65.00",,,
"Dept Water - Pretoria","2526CA00014","Borehole","-25.48395","26.03302","1986-05-13",,"Total Seepage","0.0800","30.00",,,
"Dept Water - Pretoria","2526CA00007","Borehole","-25.48394","26.03301","1973-09-25",,"Total Yield",,"54.00",,"0.5100",
"Dept Water - Pretoria","2526CA00012","Borehole","-25.48394","26.03301","1986-05-01",,"Total Seepage","0.0001","126.00",,,
"Dept Water - Pretoria","2526CA00013","Borehole","-25.48394","26.03302","1986-05-05",,"Total Yield",,"24.00",,"0.5000",
"Dept Water - Pretoria","2526CA00011","Borehole","-25.48393","26.03301","1986-04-29",,"Total Seepage","0.0600","90.00",,,
"Dept Water - Pretoria","2525BD00133","Borehole","-25.48392","25.86632","1966-03-23",,"Total Yield",,"18.29",,"3.4100",
"Dept Water - Pretoria","2525BD00097","Borehole","-25.48392","25.93299","1964-01-28",,"Total Yield",,"31.70",,"1.5100",
"Dept Water - Pretoria","2525BD00098","Borehole","-25.48392","25.93299","1967-02-15",,"Total Yield",,"3.66",,"2.5200",
"Dept Water - Pretoria","2525BD00099","Borehole","-25.48392","25.93299","1967-10-16",,"Total Seepage","0.0500","60.96",,,
"Dept Water - Pretoria","2525BD00100","Borehole","-25.48392","25.93299","1964-11-19",,"Total Seepage","0.0001","80.77",,,
"Dept Water - Pretoria","2525BD00101","Borehole","-25.48392","25.93299","1964-11-30",,"Total Seepage","0.0001","42.06",,,
"Dept Water - Pretoria","2525BD00102","Borehole","-25.48392","25.93299","1964-12-14",,"Total Yield",,"36.58",,"0.3800",
"Dept Water - Pretoria","2525BD00103","Borehole","-25.48392","25.93299","1963-12-11",,"Total Seepage","0.0001","42.67",,,
"Dept Water - Pretoria","2525BD00126","Borehole","-25.48392","25.94633","1961-02-09",,"Total Seepage","0.0600","48.77",,,
"Dept Water - Pretoria","2525BD00122","Borehole","-25.48392","25.96633","1958-06-06",,"Total Seepage","0.0100","57.91",,,
"Dept Water - Pretoria","2525BD00123","Borehole","-25.48392","25.96633","1958-06-23",,"Total Seepage","0.0200","15.24",,,
"Dept Water - Pretoria","2525BD00124","Borehole","-25.48392","25.96633","1958-07-10",,"Total Seepage","0.0600","25.91",,,
"Dept Water - Pretoria","2525BD00125","Borehole","-25.48392","25.96633","1958-08-05",,"Total Seepage","0.0001","45.11",,,
"Dept Water - Pretoria","2525BD00127","Borehole","-25.48392","25.96633","1961-03-11",,"Total Seepage","0.0001","36.88",,,
"Dept Water - Pretoria","2525BD00128","Borehole","-25.48392","25.96633","1961-04-24",,"Total Seepage","0.0100","46.94",,,
