date_time,mean_discharge_cumecs,w_quality,name
17/07/61 00:00,0.086,26,A1H001
18/07/61 00:00,0.086,26,A1H001
19/07/61 00:00,0.086,26,A1H001
20/07/61 00:00,0.086,26,A1H001
21/07/61 00:00,0.086,26,A1H001
22/07/61 00:00,0.086,26,A1H001
23/07/61 00:00,0.086,26,A1H001
24/07/61 00:00,0.086,26,A1H001
25/07/61 00:00,0.086,26,A1H001
26/07/61 00:00,0.086,26,A1H001
27/07/61 00:00,0.086,26,A1H001
28/07/61 00:00,0.086,26,A1H001
29/07/61 00:00,0.086,26,A1H001
30/07/61 00:00,0.086,26,A1H001
31/07/61 00:00,0.086,26,A1H001
01/08/61 00:00,0.086,26,A1H001
02/08/61 00:00,0.086,26,A1H001
03/08/61 00:00,0.086,26,A1H001
04/08/61 00:00,0.086,26,A1H001
05/08/61 00:00,0.086,26,A1H001
06/08/61 00:00,0.086,26,A1H001
07/08/61 00:00,0.086,26,A1H001
08/08/61 00:00,0.086,26,A1H001
09/08/61 00:00,0.086,26,A1H001
10/08/61 00:00,0.086,26,A1H001
11/08/61 00:00,0.086,26,A1H001
12/08/61 00:00,0.086,26,A1H001
13/08/61 00:00,0.086,26,A1H001
14/08/61 00:00,0.086,26,A1H001
15/08/61 00:00,0.086,26,A1H001
16/08/61 00:00,0.086,26,A1H001
17/08/61 00:00,0.086,26,A1H001
18/08/61 00:00,0.086,26,A1H001
19/08/61 00:00,0.086,26,A1H001
20/08/61 00:00,0.086,26,A1H001
21/08/61 00:00,0.086,26,A1H001
22/08/61 00:00,0.086,26,A1H001
23/08/61 00:00,0.086,26,A1H001
24/08/61 00:00,0.086,26,A1H001
25/08/61 00:00,0.086,26,A1H001
26/08/61 00:00,0.086,26,A1H001
27/08/61 00:00,0.086,26,A1H001
28/08/61 00:00,0.086,26,A1H001
29/08/61 00:00,0.086,26,A1H001
30/08/61 00:00,0.086,26,A1H001
31/08/61 00:00,0.086,26,A1H001
01/09/61 00:00,0.086,26,A1H001
02/09/61 00:00,0.086,26,A1H001
03/09/61 00:00,0.086,26,A1H001
04/09/61 00:00,0.086,26,A1H001
05/09/61 00:00,0.086,26,A1H001
06/09/61 00:00,0.086,26,A1H001
07/09/61 00:00,0.086,26,A1H001
08/09/61 00:00,0.086,26,A1H001
09/09/61 00:00,0.086,26,A1H001
10/09/61 00:00,0.086,26,A1H001
11/09/61 00:00,0.086,26,A1H001
12/09/61 00:00,0.086,26,A1H001
13/09/61 00:00,0.086,26,A1H001
14/09/61 00:00,0.086,26,A1H001
15/09/61 00:00,0.086,26,A1H001
16/09/61 00:00,0.086,26,A1H001
17/09/61 00:00,0.086,26,A1H001
18/09/61 00:00,0.086,26,A1H001
19/09/61 00:00,0.086,26,A1H001
20/09/61 00:00,0.086,26,A1H001
21/09/61 00:00,0.086,26,A1H001
22/09/61 00:00,0.086,26,A1H001
23/09/61 00:00,0.086,26,A1H001
24/09/61 00:00,0.086,26,A1H001
25/09/61 00:00,0.086,26,A1H001
26/09/61 00:00,0.086,26,A1H001
27/09/61 00:00,0.086,26,A1H001
28/09/61 00:00,0.086,26,A1H001
29/09/61 00:00,0.086,26,A1H001
30/09/61 00:00,0.086,26,A1H001
01/10/61 00:00,0.086,26,A1H001
02/10/61 00:00,0.086,26,A1H001
03/10/61 00:00,0.086,26,A1H001
04/10/61 00:00,0.086,26,A1H001
05/10/61 00:00,0.086,26,A1H001
06/10/61 00:00,0.086,26,A1H001
07/10/61 00:00,0.086,26,A1H001
08/10/61 00:00,0.086,26,A1H001
09/10/61 00:00,0.086,26,A1H001
10/10/61 00:00,0.086,26,A1H001
11/10/61 00:00,0.086,26,A1H001
12/10/61 00:00,0.086,26,A1H001
13/10/61 00:00,0.086,26,A1H001
14/10/61 00:00,0.086,26,A1H001
15/10/61 00:00,0.086,26,A1H001
16/10/61 00:00,0.086,26,A1H001
17/10/61 00:00,0.086,26,A1H001
18/10/61 00:00,0.086,26,A1H001
19/10/61 00:00,0.086,26,A1H001
20/10/61 00:00,0.086,26,A1H001
21/10/61 00:00,0.086,26,A1H001
22/10/61 00:00,0.086,26,A1H001
23/10/61 00:00,0.086,26,A1H001
24/10/61 00:00,0.086,26,A1H001
25/10/61 00:00,0.086,26,A1H001
26/10/61 00:00,0.086,26,A1H001
27/10/61 00:00,0.086,26,A1H001
28/10/61 00:00,0.086,26,A1H001
29/10/61 00:00,0.086,26,A1H001
30/10/61 00:00,0.086,26,A1H001
31/10/61 00:00,0.086,26,A1H001
01/11/61 00:00,0.086,26,A1H001
02/11/61 00:00,0.086,26,A1H001
03/11/61 00:00,0.086,26,A1H001
04/11/61 00:00,0.086,26,A1H001
05/11/61 00:00,0.086,26,A1H001
06/11/61 00:00,0.086,26,A1H001
07/11/61 00:00,0.086,26,A1H001
08/11/61 00:00,0.086,26,A1H001
09/11/61 00:00,0.086,26,A1H001
10/11/61 00:00,0.086,26,A1H001
11/11/61 00:00,0.086,26,A1H001
12/11/61 00:00,0.086,26,A1H001
13/11/61 00:00,0.086,26,A1H001
14/11/61 00:00,0.086,26,A1H001
15/11/61 00:00,0.086,26,A1H001
16/11/61 00:00,0.086,26,A1H001
17/11/61 00:00,0.086,26,A1H001
18/11/61 00:00,0.086,26,A1H001
19/11/61 00:00,0.086,26,A1H001
20/11/61 00:00,0.086,26,A1H001
21/11/61 00:00,0.086,26,A1H001
22/11/61 00:00,0.086,26,A1H001
23/11/61 00:00,0.086,26,A1H001
24/11/61 00:00,0.086,26,A1H001
25/11/61 00:00,0.086,26,A1H001
26/11/61 00:00,0.086,26,A1H001
27/11/61 00:00,0.086,26,A1H001
28/11/61 00:00,0.086,26,A1H001
29/11/61 00:00,0.086,26,A1H001
30/11/61 00:00,0.086,26,A1H001
01/12/61 00:00,0.086,26,A1H001
02/12/61 00:00,0.086,26,A1H001
03/12/61 00:00,0.086,26,A1H001
04/12/61 00:00,0.086,26,A1H001
05/12/61 00:00,0.086,26,A1H001
06/12/61 00:00,0.086,26,A1H001
07/12/61 00:00,0.086,26,A1H001
08/12/61 00:00,0.086,26,A1H001
09/12/61 00:00,0.086,26,A1H001
10/12/61 00:00,0.086,26,A1H001
11/12/61 00:00,0.086,26,A1H001
12/12/61 00:00,0.086,26,A1H001
13/12/61 00:00,0.086,26,A1H001
14/12/61 00:00,0.086,26,A1H001
15/12/61 00:00,0.086,26,A1H001
16/12/61 00:00,0.086,26,A1H001
17/12/61 00:00,0.086,26,A1H001
18/12/61 00:00,0.086,26,A1H001
19/12/61 00:00,0.086,26,A1H001
20/12/61 00:00,0.086,26,A1H001
21/12/61 00:00,0.086,26,A1H001
22/12/61 00:00,0.086,26,A1H001
23/12/61 00:00,0.086,26,A1H001
24/12/61 00:00,0.086,26,A1H001
25/12/61 00:00,0.086,26,A1H001
26/12/61 00:00,0.086,26,A1H001
27/12/61 00:00,0.086,26,A1H001
28/12/61 00:00,0.086,26,A1H001
29/12/61 00:00,0.086,26,A1H001
30/12/61 00:00,0.086,26,A1H001
31/12/61 00:00,0.086,26,A1H001
01/01/62 00:00,0.086,26,A1H001
02/01/62 00:00,0.086,26,A1H001
03/01/62 00:00,0.086,26,A1H001
04/01/62 00:00,0.086,26,A1H001
05/01/62 00:00,0.086,26,A1H001
06/01/62 00:00,0.086,26,A1H001
07/01/62 00:00,0.086,26,A1H001
08/01/62 00:00,0.086,26,A1H001
09/01/62 00:00,0.086,26,A1H001
10/01/62 00:00,0.086,26,A1H001
11/01/62 00:00,0.086,26,A1H001
12/01/62 00:00,0.086,26,A1H001
13/01/62 00:00,0.086,26,A1H001
14/01/62 00:00,0.086,26,A1H001
15/01/62 00:00,0.086,26,A1H001
16/01/62 00:00,0.086,26,A1H001
17/01/62 00:00,0.086,26,A1H001
18/01/62 00:00,0.086,26,A1H001
19/01/62 00:00,0.086,26,A1H001
20/01/62 00:00,0.086,26,A1H001
21/01/62 00:00,0.086,26,A1H001
22/01/62 00:00,0.086,26,A1H001
23/01/62 00:00,0.086,26,A1H001
24/01/62 00:00,0.086,26,A1H001
25/01/62 00:00,0.086,26,A1H001
26/01/62 00:00,0.086,26,A1H001
27/01/62 00:00,0.086,26,A1H001
28/01/62 00:00,0.086,26,A1H001
29/01/62 00:00,0.086,26,A1H001
30/01/62 00:00,0.086,26,A1H001
31/01/62 00:00,0.086,26,A1H001
01/02/62 00:00,0.086,26,A1H001
02/02/62 00:00,0.086,26,A1H001
03/02/62 00:00,0.086,26,A1H001
04/02/62 00:00,0.086,26,A1H001
05/02/62 00:00,0.086,26,A1H001
06/02/62 00:00,0.086,26,A1H001
07/02/62 00:00,0.086,26,A1H001
08/02/62 00:00,0.086,26,A1H001
09/02/62 00:00,0.086,26,A1H001
10/02/62 00:00,0.086,26,A1H001
11/02/62 00:00,0.086,26,A1H001
12/02/62 00:00,0.086,26,A1H001
13/02/62 00:00,0.086,26,A1H001
14/02/62 00:00,0.086,26,A1H001
15/02/62 00:00,0.086,26,A1H001
16/02/62 00:00,0.086,26,A1H001
17/02/62 00:00,0.086,26,A1H001
18/02/62 00:00,0.086,26,A1H001
19/02/62 00:00,0.086,26,A1H001
20/02/62 00:00,0.086,26,A1H001
21/02/62 00:00,0.086,26,A1H001
22/02/62 00:00,0.086,26,A1H001
23/02/62 00:00,0.086,26,A1H001
24/02/62 00:00,0.086,26,A1H001
25/02/62 00:00,0.086,26,A1H001
26/02/62 00:00,0.086,26,A1H001
27/02/62 00:00,0.086,26,A1H001
28/02/62 00:00,0.086,26,A1H001
01/03/62 00:00,0.086,26,A1H001
02/03/62 00:00,0.086,26,A1H001
03/03/62 00:00,0.086,26,A1H001
