"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","WaterLevel_ReferencePoint","WaterLevel_ReferenceHeight","WaterLevel_MeasuringMethod","WaterLevel_WaterLevelStatus","WaterLevel_PiezometerNumber","WaterLevel_MeasurementDateAndTime","WaterLevel_WaterLevel"
"Dept Water - Pretoria","2525DB00307","Borehole","-25.55059","25.98299",,,,,,"1983-04-30 08:00:00","2.25"
"Dept Water - Pretoria","2526CA00530","Borehole","-25.55043","26.02925",,,,,,,
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-01-21 12:00:00","27.39"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-03-15 12:00:00","27.58"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-04-14 12:00:00","27.56"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-05-25 12:00:00","27.87"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-06-26 12:00:00","28.08"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-07-28 12:00:00","28.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-08-25 12:00:00","28.40"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-09-22 12:00:00","28.57"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-10-15 12:00:00","28.79"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-11-28 12:00:00","29.05"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1977-12-30 12:00:00","29.29"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-01-18 12:00:00","29.45"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-02-15 12:00:00","29.69"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-03-29 12:00:00","29.59"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-04-25 12:00:00","29.58"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-05-29 12:00:00","29.66"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-06-29 12:00:00","29.74"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-07-28 12:00:00","29.85"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-08-29 12:00:00","29.98"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-09-25 12:00:00","30.09"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-10-30 12:00:00","30.28"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1978-11-27 12:00:00","30.42"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-01-08 12:00:00","30.64"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-06-19 12:00:00","31.53"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-07-16 12:00:00","31.67"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-08-20 12:00:00","31.85"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-09-21 12:00:00","32.02"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-10-24 12:00:00","32.19"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-11-21 12:00:00","32.21"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1979-12-19 12:00:00","32.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-01-23 12:00:00","32.66"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-02-20 12:00:00","32.81"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-03-19 12:00:00","32.82"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-04-24 12:00:00","32.85"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-05-21 12:00:00","32.97"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-06-18 12:00:00","33.00"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-07-23 12:00:00","33.03"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-08-21 12:00:00","33.08"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-09-16 12:00:00","33.12"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-10-22 12:00:00","33.21"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-11-18 12:00:00","33.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1980-12-09 12:00:00","33.25"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-01-21 12:00:00","33.43"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-02-17 12:00:00","32.97"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-03-17 12:00:00","34.46"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-04-22 12:00:00","34.46"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-05-19 12:00:00","34.45"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-06-16 12:00:00","34.53"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-07-21 12:00:00","34.58"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-08-18 12:00:00","34.63"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-09-08 12:00:00","34.70"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-10-13 12:00:00","34.81"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-11-10 12:00:00","34.93"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1981-12-15 12:00:00","34.99"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-01-19 12:00:00","35.13"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-02-17 12:00:00","35.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-03-16 12:00:00","35.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-05-18 12:00:00","35.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-06-22 12:00:00","35.32"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-07-21 12:00:00","35.39"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-08-17 12:00:00","35.25"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-09-21 12:00:00","35.43"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-10-12 12:00:00","35.39"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-11-09 12:00:00","35.24"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1982-12-14 12:00:00","35.39"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-01-11 12:00:00","35.40"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-02-09 12:00:00","35.29"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-03-10 12:00:00","35.39"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-04-11 12:00:00","35.29"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-05-15 12:00:00","35.43"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-06-15 12:00:00","35.51"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-07-14 12:00:00","35.61"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-08-15 12:00:00","35.73"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-09-15 12:00:00","35.90"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-10-25 12:00:00","36.08"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-11-16 12:00:00","36.17"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1983-12-13 12:00:00","36.37"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-01-17 12:00:00","36.57"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-02-14 12:00:00","36.37"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-03-13 12:00:00","36.53"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-04-12 12:00:00","36.62"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-05-15 12:00:00","36.71"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-06-15 12:00:00","36.72"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-07-17 12:00:00","36.94"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-08-03 12:00:00","37.03"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-09-05 12:00:00","37.13"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-10-01 12:00:00","37.21"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-11-02 12:00:00","37.36"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1984-12-04 12:00:00","37.50"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-01-08 12:00:00","37.76"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-02-15 12:00:00","37.91"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-03-15 12:00:00","37.78"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-04-12 12:00:00","37.90"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-05-07 12:00:00","38.00"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-06-03 12:00:00","35.65"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-07-03 12:00:00","37.52"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-08-01 12:00:00","38.22"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-08-29 12:00:00","38.16"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-09-30 12:00:00","38.31"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-10-28 12:00:00","38.37"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-11-28 12:00:00","39.47"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1985-12-30 12:00:00","39.67"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-01-29 12:00:00","38.65"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-02-27 12:00:00","38.13"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-03-27 12:00:00","39.02"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-04-30 12:00:00","38.86"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-05-15 12:00:00","38.94"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-06-25 12:00:00","39.03"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-07-29 12:00:00","39.12"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-08-26 12:00:00","39.32"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-09-30 12:00:00","39.43"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-10-23 12:00:00","39.48"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-11-26 12:00:00","39.56"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1986-12-15 12:00:00","29.62"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-01-28 12:00:00","39.71"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-02-26 12:00:00","39.76"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-03-31 12:00:00","39.85"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-04-27 12:00:00","39.94"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-06-04 12:00:00","40.00"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-07-06 12:00:00","40.09"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-07-29 12:00:00","40.15"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-09-02 12:00:00","40.21"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-11-03 12:00:00","40.38"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1987-12-09 12:00:00","40.44"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-01-05 12:00:00","40.54"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-02-25 12:00:00","40.31"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-03-23 12:00:00","40.60"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-04-21 12:00:00","40.50"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-05-25 12:00:00","40.44"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-06-21 12:00:00","40.48"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-07-15 12:00:00","40.46"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-08-10 12:00:00","40.67"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-09-07 12:00:00","40.48"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-10-06 12:00:00","40.53"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-11-03 12:00:00","40.57"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1988-12-13 12:00:00","40.62"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-01-11 12:00:00","40.56"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-02-07 12:00:00","40.66"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-03-01 12:00:00","40.69"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-03-29 12:00:00","40.43"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-04-19 12:00:00","40.24"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-05-16 12:00:00","40.07"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-06-20 12:00:00","39.87"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-07-27 12:00:00","39.82"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-08-29 12:00:00","39.69"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-09-19 12:00:00","36.67"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-10-24 12:00:00","36.67"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-11-21 12:00:00","39.62"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1989-12-20 12:00:00","39.66"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-01-10 12:00:00","39.66"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-03-20 12:00:00","39.76"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-04-18 12:00:00","39.84"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-05-15 12:00:00","39.80"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-06-19 12:00:00","39.88"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-07-18 12:00:00","40.01"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-08-15 12:00:00","40.04"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-09-18 12:00:00","40.07"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-10-16 12:00:00","40.13"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-11-13 12:00:00","40.19"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1990-12-11 12:00:00","40.23"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-01-15 12:00:00","40.37"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-02-19 12:00:00","40.41"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-03-18 12:00:00","40.35"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-04-16 12:00:00","42.50"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-05-14 12:00:00","40.06"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-06-18 12:00:00","39.87"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-07-16 12:00:00","39.76"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-08-14 12:00:00","39.71"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-09-17 12:00:00","36.68"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-10-16 12:00:00","39.69"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1991-11-12 12:00:00","39.69"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-01-14 12:00:00","39.82"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-02-12 12:00:00","39.88"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-03-17 12:00:00","39.91"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-04-27 12:00:00","39.98"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-05-20 12:00:00","40.05"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-06-17 12:00:00","40.26"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-07-22 12:00:00","40.32"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-08-24 12:00:00","40.37"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-09-17 12:00:00","40.44"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-10-22 12:00:00","40.42"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-11-17 12:00:00","40.47"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1992-12-14 12:00:00","40.61"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-01-14 12:00:00","40.65"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-02-16 12:00:00","40.77"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-03-18 12:00:00","40.75"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-04-21 12:00:00","40.84"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-05-24 12:00:00","40.99"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-06-22 12:00:00","40.95"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-07-20 12:00:00","41.01"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-08-18 12:00:00","41.15"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-09-14 12:00:00","41.17"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-10-19 12:00:00","41.19"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-11-25 12:00:00","41.29"
"Dept Water - North West","2525DB00005","Borehole","-25.55038","25.92716",,,"Dip Meter","Static Water Level",,"1993-12-13 12:00:00","41.33"
