"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","Lithology_DescriptorDesignation","Lithology_DescriptorName","Lithology_EventDate","Lithology_DepthToTop","Lithology_DepthToBottom","Lithology_LithologyName","Lithology_PrimaryColour","Lithology_ColourQualifier","Lithology_SecondaryColour","Lithology_CompositionQualifier","Lithology_FabricQualifier","Lithology_FabricAttribute","Lithology_MaterialType","Lithology_FormationType","Lithology_TextureQualifier","Lithology_HardnessQualifier","Lithology_ParticleShape","Lithology_Sorting","Lithology_BoulderPercentage","Lithology_CobblePercentage","Lithology_PebblePercentage","Lithology_GranulePercentage","Lithology_SandPercentage","Lithology_SiltPercentage","Lithology_ClayPercentage","Lithology_WeatheringDegree","Lithology_FracturingDegree"
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","4.00","8.00","Overburden","Brown",,"Orange",,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","8.00","13.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Fine to medium",,,,,,,,,,,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","13.00","18.00","Dolomite","Brown","Dark",,,,,"Consolidated","Sedimentary","Medium",,,,,,,,,,,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","18.00","33.00","Dolomite","Brown","Dark",,,,,"Consolidated","Sedimentary","Very fine",,,,,,,,,,,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","33.00","108.00","Dolomite","Brown","Dark",,,,,"Consolidated","Sedimentary","Medium to coarse",,,,,,,,,,,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","108.00","109.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Medium",,,,,,,,,,,,
"Dept Water - North West","045365","Borehole","-25.46508","25.80628","Non-Earth Scientist: Driller",,"1998-05-29","109.00","153.00","Dolomite","Grey",,"Orange",,,,"Consolidated","Sedimentary","Medium",,,,,,,,,,,,
"Dept Water - Pretoria","045365AA","Borehole","-25.46503","25.80631",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Non-Earth Scientist: Driller",,"1994-12-03","0.00","2.00","SOIL","Brown","Dark",,,"Sandy",,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Non-Earth Scientist: Driller",,"1994-12-03","2.00","19.00","Dolomite","Purple (Magenta)","Dark",,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Non-Earth Scientist: Driller",,"1994-12-03","19.00","46.00","Dolomite","Grey",,"Bluish",,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Non-Earth Scientist: Driller",,"1994-12-03","46.00","51.00","NO SAMPLE",,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Non-Earth Scientist: Driller",,"1994-12-03","51.00","70.00","Dolomite","Grey",,"Bluish",,,"Slightly","Consolidated","Sedimentary",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00152","Borehole","-25.46503","25.83048","Non-Earth Scientist: Driller",,"1994-12-03","70.00","154.00","Dolomite","Grey","Dark",,,,,"Consolidated","Sedimentary",,,,,,,,,,,,"Unweathered",
"Dept Water - Pretoria","045359A","Borehole","-25.46447","25.80742",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Non-Earth Scientist: Driller",,"1997-11-10","0.00","35.00","Overburden","Brown","Dark",,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Non-Earth Scientist: Driller",,"1997-11-10","35.00","40.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Fine",,,,,,,,,,,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Non-Earth Scientist: Driller",,"1997-11-10","40.00","41.00","Dolomite","Brown","Dark",,,,,"Consolidated","Sedimentary","Very coarse",,,,,,,,,,,,
"Dept Water - North West","2525DB00361","Borehole","-25.46438","25.80729","Non-Earth Scientist: Driller",,"1997-11-10","41.00","126.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Coarse",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","0.00","6.00","Overburden","Brown","Dark",,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","6.00","9.00","Overburden","Brown","Light",,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","9.00","10.00","Dolomite","Blue",,"Purplish",,,,"Consolidated","Sedimentary","Coarse",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","10.00","11.00","Dolomite","White",,,,,,"Consolidated","Sedimentary","Fine",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","11.00","12.00","Dolomite","Grey",,,,,,"Consolidated","Sedimentary","Fine",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","12.00","17.00","Dolomite","Brown",,,,,,"Consolidated","Sedimentary","Fine",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","17.00","18.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Medium to coarse",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","18.00","19.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Very fine",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","19.00","78.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Medium to coarse",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","78.00","79.00","Dolomite","Pink",,"Brownish",,,,"Consolidated","Sedimentary","Medium",,,,,,,,,,,,
"Dept Water - North West","2525DB00362","Borehole","-25.46381","25.80807","Non-Earth Scientist: Driller",,"1998-05-25","79.00","150.00","Dolomite","Blue",,"Greyish",,,,"Consolidated","Sedimentary","Fine to medium",,,,,,,,,,,,
"Dept Water - North West","08-71140","Borehole","-25.46334","25.79646",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00039","Borehole","-25.46281","25.76382",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-71949","Borehole","-25.46239","25.96861",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-71143","Borehole","-25.45906","25.80677",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00199","Spring","-25.45799","25.85265",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - North West","08-71139","Borehole","-25.45370","25.78527",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Non-Earth Scientist: Driller",,"1939-11-30","0.00","1.22","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Non-Earth Scientist: Driller",,"1939-11-30","1.22","22.55","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Non-Earth Scientist: Driller",,"1939-11-30","22.55","40.53","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Non-Earth Scientist: Driller",,"1939-11-30","40.53","63.70","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2526AC00254","Borehole","-25.45060","26.08300","Non-Earth Scientist: Driller",,"1939-11-30","63.70","66.45","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00255","Borehole","-25.45060","26.08301","Non-Earth Scientist: Driller",,"1972-05-08","0.00","16.00","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2526AC00255","Borehole","-25.45060","26.08301","Non-Earth Scientist: Driller",,"1972-05-08","16.00","44.30","Dolerite",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-08-23","0.00","0.61","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-08-23","0.61","3.66","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-08-23","3.66","20.42","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00024","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-08-23","20.42","62.48","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-09-16","0.00","0.61","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-09-16","0.61","6.71","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-09-16","6.71","43.59","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00025","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-09-16","43.59","46.63","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00026","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-10-30","0.00","3.05","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00026","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-10-30","3.05","60.96","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-12-28","0.00","0.61","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-12-28","0.61","3.66","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-12-28","3.66","17.68","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-12-28","17.68","23.77","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-12-28","23.77","26.25","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00027","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1939-12-28","26.25","60.96","Lava",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-02-20","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-02-20","0.91","16.15","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-02-20","16.15","22.25","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00028","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-02-20","22.25","67.67","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-05-04","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-05-04","0.91","1.52","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-05-04","1.52","9.75","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00029","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-05-04","9.75","15.24","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00030","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-06-15","0.00","6.40","Boulders",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00030","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-06-15","6.40","12.19","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00030","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-06-15","12.19","30.17","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00030","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1940-06-15","30.17","54.86","Lava",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1950-05-04","0.00","0.91","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1950-05-04","0.91","2.44","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1950-05-04","2.44","12.19","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1950-05-04","12.19","15.24","Conglomerate",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1950-05-04","15.24","49.99","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00031","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1950-05-04","49.99","76.20","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1951-02-09","0.00","16.46","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1951-02-09","16.46","21.34","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00032","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1951-02-09","21.34","27.74","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00033","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-05-28","0.00","30.48","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00033","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-05-28","30.48","76.20","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00034","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-06-25","0.00","63.70","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,"Moderately"
"Dept Water - Pretoria","2525BD00035","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-08-05","0.00","76.20","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00036","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-08-19","0.00","18.29","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00036","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-08-19","18.29","76.20","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00038","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1953-09-01","0.00","21.64","Diabase",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1961-08-24","0.00","1.83","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1961-08-24","1.83","17.68","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1961-08-24","17.68","32.00","Hornfels",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,"Highly",
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1961-08-24","32.00","41.76","Hornfels",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00040","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1961-08-24","41.76","48.46","Dolomite",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-13","0.00","3.05","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-13","3.05","36.58","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-13","36.58","47.24","Sandstone",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00041","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-13","47.24","59.44","Lava",,,,,,,"Consolidated","Igneous",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00042","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-27","0.00","6.10","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00042","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-27","6.10","22.86","Boulder Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00042","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-08-27","22.86","33.22","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-09-07","0.00","13.11","SOIL",,,,,,,"Unconsolidated",,,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-09-07","13.11","20.73","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-09-07","20.73","26.21","Shale",,,,,"Baked",,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00043","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-09-07","26.21","37.19","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-10-01","0.00","14.02","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-10-01","14.02","26.82","Clay",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-10-01","26.82","31.70","Shale",,,,,,,"Consolidated","Sedimentary",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00044","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-10-01","31.70","67.97","Quartzite",,,,,,,"Consolidated","Metamorphic",,,,,,,,,,,,,
"Dept Water - Pretoria","2525BD00045","Borehole","-25.45059","25.88299","Non-Earth Scientist: Driller",,"1962-10-09","0.00","12.19","Gravel",,,,,,,"Unconsolidated","Sedimentary",,,,,,,,,,,,,
