"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","OtherNumber_OtherNumberType","OtherNumber_OtherNumber"
"Dept Water - North West","2525DB00006","Borehole","-25.52473","25.91948","NGDB-Number","2525DB00006"
"Dept Water - North West","2525DB00006","Borehole","-25.52473","25.91948","Water Level Measuring Point Number","SB8"
"Dept Water - Pretoria","2526CA00542","Borehole","-25.52400","26.07873","Department of Water Affairs and Forestry Number","HA9"
"Dept Water - Pretoria","2526CA00542","Borehole","-25.52400","26.07873","NGDB-Number","2526CA00542"
"Dept Water - Pretoria","2526CA00543","Borehole","-25.52330","26.07911","Department of Water Affairs and Forestry Number","HA10"
"Dept Water - Pretoria","2526CA00543","Borehole","-25.52330","26.07911","NGDB-Number","2526CA00543"
"Dept Water - Pretoria","2525DB00083","Borehole","-25.52197","25.90742","NGDB-Number","2525DB00083"
"Dept Water - Pretoria","2525DB00114","Borehole","-25.52114","25.93965","NGDB-Number","2525DB00114"
"Dept Water - Pretoria","2525DB00385","Borehole","-25.51922","25.77059","NGDB-Number","2525DB00385"
"Dept Water - Pretoria","2525DB00385","Borehole","-25.51922","25.77059","Regional Borehole Number","B0871459"
"Dept Water - Pretoria","2526CA00570","Borehole","-25.51906","26.03881","Department of Water Affairs and Forestry Number","KT1"
"Dept Water - Pretoria","2526CA00570","Borehole","-25.51906","26.03881","NGDB-Number","2526CA00570"
"Dept Water - Pretoria","2525DB00085","Borehole","-25.51892","25.90992","NGDB-Number","2525DB00085"
"Dept Water - Pretoria","2526CA00571","Borehole","-25.51851","26.02960","Department of Water Affairs and Forestry Number","KT2"
"Dept Water - Pretoria","2526CA00571","Borehole","-25.51851","26.02960","NGDB-Number","2526CA00571"
"Dept Water - Pretoria","2526CA00154","Borehole","-25.51741","26.01634","Boring Branch Number","094937"
"Dept Water - Pretoria","2526CA00154","Borehole","-25.51741","26.01634","NGDB-Number","2526CA00154"
"Dept Water - Pretoria","2526CA00152","Borehole","-25.51740","26.01634","Boring Branch Number","093671"
"Dept Water - Pretoria","2526CA00152","Borehole","-25.51740","26.01634","NGDB-Number","2526CA00152"
"Dept Water - Pretoria","2526CA00150","Borehole","-25.51739","26.01634","Boring Branch Number","075345"
"Dept Water - Pretoria","2526CA00150","Borehole","-25.51739","26.01634","NGDB-Number","2526CA00150"
"Dept Water - Pretoria","2526CA00148","Borehole","-25.51738","26.01634","Boring Branch Number","070421"
"Dept Water - Pretoria","2526CA00148","Borehole","-25.51738","26.01634","NGDB-Number","2526CA00148"
"Dept Water - Pretoria","2526CA00146","Borehole","-25.51737","26.01634","Boring Branch Number","069935"
"Dept Water - Pretoria","2526CA00146","Borehole","-25.51737","26.01634","NGDB-Number","2526CA00146"
"Dept Water - Pretoria","2526CA00144","Borehole","-25.51736","26.01634","Boring Branch Number","069365"
"Dept Water - Pretoria","2526CA00144","Borehole","-25.51736","26.01634","NGDB-Number","2526CA00144"
"Dept Water - Pretoria","2526CA00142","Borehole","-25.51735","26.01634","Boring Branch Number","068933"
"Dept Water - Pretoria","2526CA00142","Borehole","-25.51735","26.01634","NGDB-Number","2526CA00142"
"Dept Water - Pretoria","2526CA00140","Borehole","-25.51734","26.01634","Boring Branch Number","065389"
"Dept Water - Pretoria","2526CA00140","Borehole","-25.51734","26.01634","NGDB-Number","2526CA00140"
"Dept Water - Pretoria","2526CA00138","Borehole","-25.51733","26.01634","Boring Branch Number","064683"
"Dept Water - Pretoria","2526CA00138","Borehole","-25.51733","26.01634","NGDB-Number","2526CA00138"
"Dept Water - Pretoria","2526CA00136","Borehole","-25.51732","26.01634","Boring Branch Number","064450"
"Dept Water - Pretoria","2526CA00136","Borehole","-25.51732","26.01634","NGDB-Number","2526CA00136"
"Dept Water - Pretoria","2526CA00134","Borehole","-25.51731","26.01634","Boring Branch Number","017319"
"Dept Water - Pretoria","2526CA00134","Borehole","-25.51731","26.01634","NGDB-Number","2526CA00134"
"Dept Water - Pretoria","2526CA00132","Borehole","-25.51730","26.01634","Boring Branch Number","009787"
"Dept Water - Pretoria","2526CA00132","Borehole","-25.51730","26.01634","NGDB-Number","2526CA00132"
"Dept Water - Pretoria","2526CA00130","Borehole","-25.51729","26.01634","Boring Branch Number","008912"
"Dept Water - Pretoria","2526CA00130","Borehole","-25.51729","26.01634","NGDB-Number","2526CA00130"
"Dept Water - Pretoria","2526CA00128","Borehole","-25.51728","26.01634","Boring Branch Number","008631"
"Dept Water - Pretoria","2526CA00128","Borehole","-25.51728","26.01634","NGDB-Number","2526CA00128"
"Dept Water - Pretoria","2526CA00127","Borehole","-25.51727","26.01634","Boring Branch Number","008602"
"Dept Water - Pretoria","2526CA00127","Borehole","-25.51727","26.01634","NGDB-Number","2526CA00127"
"Dept Water - Pretoria","2526CA00129","Borehole","-25.51727","26.01635","Boring Branch Number","008685"
"Dept Water - Pretoria","2526CA00129","Borehole","-25.51727","26.01635","NGDB-Number","2526CA00129"
"Dept Water - Pretoria","2526CA00131","Borehole","-25.51727","26.01636","Boring Branch Number","008975"
"Dept Water - Pretoria","2526CA00131","Borehole","-25.51727","26.01636","NGDB-Number","2526CA00131"
"Dept Water - Pretoria","2526CA00133","Borehole","-25.51727","26.01637","Boring Branch Number","017248"
"Dept Water - Pretoria","2526CA00133","Borehole","-25.51727","26.01637","NGDB-Number","2526CA00133"
"Dept Water - Pretoria","2526CA00135","Borehole","-25.51727","26.01638","Boring Branch Number","017332"
"Dept Water - Pretoria","2526CA00135","Borehole","-25.51727","26.01638","NGDB-Number","2526CA00135"
"Dept Water - Pretoria","2526CA00137","Borehole","-25.51727","26.01639","Boring Branch Number","064591"
"Dept Water - Pretoria","2526CA00137","Borehole","-25.51727","26.01639","NGDB-Number","2526CA00137"
"Dept Water - Pretoria","2526CA00139","Borehole","-25.51727","26.01640","Boring Branch Number","064136"
"Dept Water - Pretoria","2526CA00139","Borehole","-25.51727","26.01640","NGDB-Number","2526CA00139"
"Dept Water - Pretoria","2526CA00141","Borehole","-25.51727","26.01641","Boring Branch Number","065390"
"Dept Water - Pretoria","2526CA00141","Borehole","-25.51727","26.01641","NGDB-Number","2526CA00141"
"Dept Water - Pretoria","2526CA00143","Borehole","-25.51727","26.01642","Boring Branch Number","069120"
"Dept Water - Pretoria","2526CA00143","Borehole","-25.51727","26.01642","NGDB-Number","2526CA00143"
"Dept Water - Pretoria","2526CA00145","Borehole","-25.51727","26.01643","Boring Branch Number","069700"
"Dept Water - Pretoria","2526CA00145","Borehole","-25.51727","26.01643","NGDB-Number","2526CA00145"
"Dept Water - Pretoria","2526CA00147","Borehole","-25.51727","26.01644","Boring Branch Number","070210"
"Dept Water - Pretoria","2526CA00147","Borehole","-25.51727","26.01644","NGDB-Number","2526CA00147"
"Dept Water - Pretoria","2526CA00149","Borehole","-25.51727","26.01645","Boring Branch Number","070890"
"Dept Water - Pretoria","2526CA00149","Borehole","-25.51727","26.01645","NGDB-Number","2526CA00149"
"Dept Water - Pretoria","2526CA00151","Borehole","-25.51727","26.01646","Boring Branch Number","092098"
"Dept Water - Pretoria","2526CA00151","Borehole","-25.51727","26.01646","NGDB-Number","2526CA00151"
"Dept Water - Pretoria","2526CA00153","Borehole","-25.51727","26.01647","Boring Branch Number","094239"
"Dept Water - Pretoria","2526CA00153","Borehole","-25.51727","26.01647","NGDB-Number","2526CA00153"
"Dept Water - Pretoria","2526CA00155","Borehole","-25.51727","26.01648","Boring Branch Number","094275"
"Dept Water - Pretoria","2526CA00155","Borehole","-25.51727","26.01648","NGDB-Number","2526CA00155"
"Dept Water - Pretoria","2525DB00080","Borehole","-25.51725","25.90992","NGDB-Number","2525DB00080"
"Dept Water - Pretoria","2525DB00081","Borehole","-25.51586","25.90881","NGDB-Number","2525DB00081"
"Dept Water - Pretoria","2525DB00084","Borehole","-25.51586","25.90884","NGDB-Number","2525DB00084"
"Dept Water - Pretoria","2525DB00126","Borehole","-25.51586","25.96742","NGDB-Number","2525DB00126"
"Dept Water - Pretoria","2525DB00082","Borehole","-25.51392","25.90798","NGDB-Number","2525DB00082"
"Dept Water - Pretoria","2525DB00132","Borehole","-25.51253","25.96576","NGDB-Number","2525DB00132"
"Dept Water - Pretoria","2525DB00125","Borehole","-25.51253","25.97687","NGDB-Number","2525DB00125"
"Dept Water - Pretoria","2525DB00117","Borehole","-25.51225","25.98853","NGDB-Number","2525DB00117"
"Dept Water - Pretoria","2525DB00118","Borehole","-25.51170","25.98798","NGDB-Number","2525DB00118"
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","G-Number","045363"
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","Hydrological Station Number","D4N1658"
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","NGDB-Number","2525DB00372"
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","W-Number","05154"
"Dept Water - North West","045363","Borehole","-25.51150","25.89576","Water Level Measuring Point Number","045363"
"Dept Water - Pretoria","2525DB00144","Borehole","-25.51031","25.96967","Department of Water Affairs and Forestry Number","WP26"
"Dept Water - Pretoria","2525DB00144","Borehole","-25.51031","25.96967","NGDB-Number","2525DB00144"
"Dept Water - Pretoria","2525BD00144","Borehole","-25.50860","25.83243","NGDB-Number","2525BD00144"
"Dept Water - Pretoria","2525BD00144","Borehole","-25.50860","25.83243","Regional Borehole Number","B08-71282"
"Dept Water - Pretoria","2525DB00119","Borehole","-25.50781","25.96742","NGDB-Number","2525DB00119"
"Dept Water - Pretoria","2525DB00056","Borehole","-25.50753","25.82909","NGDB-Number","2525DB00056"
"Dept Water - Pretoria","2525DB00120","Borehole","-25.50642","25.96687","NGDB-Number","2525DB00120"
"Dept Water - Pretoria","2525DB00113","Borehole","-25.50614","25.93576","NGDB-Number","2525DB00113"
"Dept Water - Pretoria","2525DB00121","Borehole","-25.50614","25.96742","NGDB-Number","2525DB00121"
"Dept Water - Pretoria","2525DB00131","Borehole","-25.50447","25.96076","NGDB-Number","2525DB00131"
"Dept Water - Pretoria","2525DB00124","Borehole","-25.50447","25.96742","NGDB-Number","2525DB00124"
"Dept Water - Pretoria","2525DB00384","Borehole","-25.50404","25.83029","NGDB-Number","2525DB00384"
"Dept Water - Pretoria","2525DB00384","Borehole","-25.50404","25.83029","Regional Borehole Number","B0871461"
"Dept Water - Pretoria","2525DB00122","Borehole","-25.50392","25.96742","NGDB-Number","2525DB00122"
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","G-Number","045362"
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","Hydrological Station Number","D4N1666"
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","NGDB-Number","2525DB00371"
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","W-Number","05153"
"Dept Water - North West","045362","Borehole","-25.50366","25.88584","Water Level Measuring Point Number","045362"
"Dept Water - Pretoria","2525DA00087","Borehole","-25.50365","25.74576","NGDB-Number","2525DA00087"
"Dept Water - Pretoria","2525DA00087","Borehole","-25.50365","25.74576","Regional Borehole Number","B0871769"
"Dept Water - Pretoria","2525DB00123","Borehole","-25.50336","25.96715","NGDB-Number","2525DB00123"
"Dept Water - North West","08-72106","Borehole","-25.50336","25.96767",,
"Dept Water - Pretoria","2525DA00085","Borehole","-25.50281","25.74326","Monitoring Feature ID","90074"
"Dept Water - Pretoria","2525DA00085","Borehole","-25.50281","25.74326","NGDB-Number","2525DA00085"
"Dept Water - Pretoria","2525DA00085","Borehole","-25.50281","25.74326","ZQM-Number","ZQMLRE1"
"Dept Water - North West","08-72105","Borehole","-25.50227","25.96729",,
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","Monitoring Feature ID","1000005459"
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","NGDB-Number","2525DA00086"
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","Regional Borehole Number","B0871540"
"Dept Water - Pretoria","2525DA00086","Borehole","-25.50226","25.74326","T-Number","07644"
"Dept Water - Pretoria","045364AA","Borehole","-25.50058","25.80770","G-Number","045364AA"
"Dept Water - Pretoria","045364AA","Borehole","-25.50058","25.80770","NGDB-Number","2525BD00197"
"Dept Water - Pretoria","2525BC00071","Borehole","-25.49984","25.67404","Monitoring Feature ID","1000006362"
"Dept Water - Pretoria","2525BC00071","Borehole","-25.49984","25.67404","NGDB-Number","2525BC00071"
"Dept Water - Pretoria","2525BC00071","Borehole","-25.49984","25.67404","Regional Borehole Number","B0871271"
"Dept Water - Pretoria","2525BC00056","Borehole","-25.49864","25.73965","NGDB-Number","2525BC00056"
"Dept Water - Pretoria","2525BC00056","Borehole","-25.49864","25.73965","Regional Borehole Number","B0871793"
"Dept Water - Pretoria","2525BC00050","Borehole","-25.49753","25.74521","NGDB-Number","2525BC00050"
"Dept Water - Pretoria","2525BC00050","Borehole","-25.49753","25.74521","Regional Borehole Number","B0871515"
"Dept Water - Pretoria","2525BC00051","Borehole","-25.49726","25.74354","Monitoring Feature ID","1000005461"
"Dept Water - Pretoria","2525BC00051","Borehole","-25.49726","25.74354","NGDB-Number","2525BC00051"
"Dept Water - Pretoria","2525BC00051","Borehole","-25.49726","25.74354","Regional Borehole Number","B0871770"
"Dept Water - Pretoria","2525BC00061","Borehole","-25.49704","25.73917","Monitoring Feature ID","1000006360"
"Dept Water - Pretoria","2525BC00061","Borehole","-25.49704","25.73917","NGDB-Number","2525BC00061"
"Dept Water - Pretoria","2525BC00061","Borehole","-25.49704","25.73917","Regional Borehole Number","B0871270"
"Dept Water - Pretoria","2525BC00055","Borehole","-25.49642","25.73965","NGDB-Number","2525BC00055"
"Dept Water - Pretoria","2525BC00055","Borehole","-25.49642","25.73965","Regional Borehole Number","B0871795"
"Dept Water - Pretoria","2525BC00057","Borehole","-25.49639","25.66635","NGDB-Number","2525BC00057"
"Dept Water - Pretoria","2525BC00057","Borehole","-25.49639","25.66635","Regional Borehole Number","B0871797"
"Dept Water - North West","08-72077","Borehole","-25.49594","25.92910",,
"Dept Water - Pretoria","2525BC00062","Borehole","-25.49574","25.68118","Monitoring Feature ID","1000005989"
"Dept Water - Pretoria","2525BC00062","Borehole","-25.49574","25.68118","NGDB-Number","2525BC00062"
"Dept Water - Pretoria","2525BC00062","Borehole","-25.49574","25.68118","Regional Borehole Number","B0871465"
"Dept Water - Pretoria","045361","Borehole","-25.49530","25.87495","G-Number","045361"
"Dept Water - Pretoria","045361","Borehole","-25.49530","25.87495","NGDB-Number","2525BD00163"
"Dept Water - Pretoria","045361","Borehole","-25.49530","25.87495","W-Number","05152"
"Dept Water - Pretoria","2525BC00058","Borehole","-25.49499","25.65635","NGDB-Number","2525BC00058"
"Dept Water - Pretoria","2525BC00058","Borehole","-25.49499","25.65635","Regional Borehole Number","B0871794"
"Dept Water - Pretoria","2525BC00059","Borehole","-25.49499","25.68155","NGDB-Number","2525BC00059"
"Dept Water - Pretoria","2525BC00059","Borehole","-25.49499","25.68155","Regional Borehole Number","B0871792"
"Dept Water - Pretoria","2525BC00024","Borehole","-25.49282","25.66632","Boring Branch Number","082605"
"Dept Water - Pretoria","2525BC00024","Borehole","-25.49282","25.66632","NGDB-Number","2525BC00024"
"Dept Water - Pretoria","2525BC00023","Borehole","-25.49281","25.66632","Boring Branch Number","082604"
"Dept Water - Pretoria","2525BC00023","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00023"
"Dept Water - Pretoria","2525BC00025","Borehole","-25.49281","25.66632","Boring Branch Number","085417"
"Dept Water - Pretoria","2525BC00025","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00025"
"Dept Water - Pretoria","2525BC00026","Borehole","-25.49281","25.66632","Boring Branch Number","085418"
"Dept Water - Pretoria","2525BC00026","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00026"
"Dept Water - Pretoria","2525BC00027","Borehole","-25.49281","25.66632","Boring Branch Number","082602"
"Dept Water - Pretoria","2525BC00027","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00027"
"Dept Water - Pretoria","2525BC00028","Borehole","-25.49281","25.66632","Boring Branch Number","082603"
"Dept Water - Pretoria","2525BC00028","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00028"
"Dept Water - Pretoria","2525BC00029","Borehole","-25.49281","25.66632","Boring Branch Number","086446"
"Dept Water - Pretoria","2525BC00029","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00029"
"Dept Water - Pretoria","2525BC00030","Borehole","-25.49281","25.66632","Boring Branch Number","087204"
"Dept Water - Pretoria","2525BC00030","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00030"
"Dept Water - Pretoria","2525BC00030","Borehole","-25.49281","25.66632","T-Number","07640B"
"Dept Water - Pretoria","2525BC00031","Borehole","-25.49281","25.66632","Boring Branch Number","093454"
"Dept Water - Pretoria","2525BC00031","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00031"
"Dept Water - Pretoria","2525BC00032","Borehole","-25.49281","25.66632","Boring Branch Number","096930"
"Dept Water - Pretoria","2525BC00032","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00032"
"Dept Water - Pretoria","2525BC00033","Borehole","-25.49281","25.66632","Boring Branch Number","093454A"
"Dept Water - Pretoria","2525BC00033","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00033"
"Dept Water - Pretoria","2525BC00034","Borehole","-25.49281","25.66632","Boring Branch Number","096994"
"Dept Water - Pretoria","2525BC00034","Borehole","-25.49281","25.66632","NGDB-Number","2525BC00034"
"Dept Water - North West","045810","Borehole","-25.48993","25.74899","G-Number","045810"
"Dept Water - North West","045810","Borehole","-25.48993","25.74899","Hydrological Station Number","D4N1656"
"Dept Water - North West","045810","Borehole","-25.48993","25.74899","NGDB-Number","2525BC00060"
"Dept Water - North West","045810","Borehole","-25.48993","25.74899","W-Number","05189"
"Dept Water - North West","045810","Borehole","-25.48993","25.74899","Water Level Measuring Point Number","045810"
"Dept Water - North West","045809","Borehole","-25.48973","25.74932","G-Number","045809"
"Dept Water - North West","045809","Borehole","-25.48973","25.74932","Hydrological Station Number","D4N1657"
"Dept Water - North West","045809","Borehole","-25.48973","25.74932","NGDB-Number","2525BD00159"
"Dept Water - North West","045809","Borehole","-25.48973","25.74932","W-Number","05188"
"Dept Water - North West","045809","Borehole","-25.48973","25.74932","Water Level Measuring Point Number","045809"
"Dept Water - North West","08-72037","Borehole","-25.48559","25.92364",,
"Dept Water - Pretoria","2526CA00010","Borehole","-25.48396","26.03302","Boring Branch Number","117828/8"
"Dept Water - Pretoria","2526CA00010","Borehole","-25.48396","26.03302","NGDB-Number","2526CA00010"
"Dept Water - Pretoria","2526CA00008","Borehole","-25.48395","26.03301","Boring Branch Number","117817/3"
"Dept Water - Pretoria","2526CA00008","Borehole","-25.48395","26.03301","NGDB-Number","2526CA00008"
"Dept Water - Pretoria","2526CA00009","Borehole","-25.48395","26.03302","Boring Branch Number","117825/4"
"Dept Water - Pretoria","2526CA00009","Borehole","-25.48395","26.03302","NGDB-Number","2526CA00009"
"Dept Water - Pretoria","2526CA00014","Borehole","-25.48395","26.03302","Boring Branch Number","148923/1"
"Dept Water - Pretoria","2526CA00014","Borehole","-25.48395","26.03302","NGDB-Number","2526CA00014"
"Dept Water - Pretoria","2526CA00007","Borehole","-25.48394","26.03301","Boring Branch Number","117808/4"
"Dept Water - Pretoria","2526CA00007","Borehole","-25.48394","26.03301","NGDB-Number","2526CA00007"
"Dept Water - Pretoria","2526CA00012","Borehole","-25.48394","26.03301","Boring Branch Number","148921/5"
"Dept Water - Pretoria","2526CA00012","Borehole","-25.48394","26.03301","NGDB-Number","2526CA00012"
"Dept Water - Pretoria","2526CA00013","Borehole","-25.48394","26.03302","Boring Branch Number","148922/3"
"Dept Water - Pretoria","2526CA00013","Borehole","-25.48394","26.03302","NGDB-Number","2526CA00013"
"Dept Water - Pretoria","2526CA00011","Borehole","-25.48393","26.03301","Boring Branch Number","148920/7"
"Dept Water - Pretoria","2526CA00011","Borehole","-25.48393","26.03301","NGDB-Number","2526CA00011"
"Dept Water - Pretoria","2525BD00133","Borehole","-25.48392","25.86632","Boring Branch Number","095490"
"Dept Water - Pretoria","2525BD00133","Borehole","-25.48392","25.86632","NGDB-Number","2525BD00133"
"Dept Water - Pretoria","2525BD00097","Borehole","-25.48392","25.93299","Boring Branch Number","088127"
"Dept Water - Pretoria","2525BD00097","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00097"
"Dept Water - Pretoria","2525BD00097","Borehole","-25.48392","25.93299","T-Number","07699C"
"Dept Water - Pretoria","2525BD00098","Borehole","-25.48392","25.93299","Boring Branch Number","093458"
"Dept Water - Pretoria","2525BD00098","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00098"
"Dept Water - Pretoria","2525BD00099","Borehole","-25.48392","25.93299","Boring Branch Number","093459"
"Dept Water - Pretoria","2525BD00099","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00099"
"Dept Water - Pretoria","2525BD00100","Borehole","-25.48392","25.93299","Boring Branch Number","090076A"
"Dept Water - Pretoria","2525BD00100","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00100"
"Dept Water - Pretoria","2525BD00100","Borehole","-25.48392","25.93299","T-Number","07762"
"Dept Water - Pretoria","2525BD00101","Borehole","-25.48392","25.93299","Boring Branch Number","091517"
"Dept Water - Pretoria","2525BD00101","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00101"
"Dept Water - Pretoria","2525BD00102","Borehole","-25.48392","25.93299","Boring Branch Number","091516"
"Dept Water - Pretoria","2525BD00102","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00102"
"Dept Water - Pretoria","2525BD00103","Borehole","-25.48392","25.93299","Boring Branch Number","086464"
"Dept Water - Pretoria","2525BD00103","Borehole","-25.48392","25.93299","NGDB-Number","2525BD00103"
"Dept Water - Pretoria","2525BD00103","Borehole","-25.48392","25.93299","T-Number","07699A"
"Dept Water - Pretoria","2525BD00126","Borehole","-25.48392","25.94633","Boring Branch Number","077710"
"Dept Water - Pretoria","2525BD00126","Borehole","-25.48392","25.94633","NGDB-Number","2525BD00126"
"Dept Water - Pretoria","2525BD00122","Borehole","-25.48392","25.96633","Boring Branch Number","068143"
"Dept Water - Pretoria","2525BD00122","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00122"
"Dept Water - Pretoria","2525BD00123","Borehole","-25.48392","25.96633","Boring Branch Number","068409"
"Dept Water - Pretoria","2525BD00123","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00123"
"Dept Water - Pretoria","2525BD00124","Borehole","-25.48392","25.96633","Boring Branch Number","068514"
"Dept Water - Pretoria","2525BD00124","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00124"
"Dept Water - Pretoria","2525BD00125","Borehole","-25.48392","25.96633","Boring Branch Number","068683"
"Dept Water - Pretoria","2525BD00125","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00125"
"Dept Water - Pretoria","2525BD00127","Borehole","-25.48392","25.96633","Boring Branch Number","078130"
"Dept Water - Pretoria","2525BD00127","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00127"
"Dept Water - Pretoria","2525BD00128","Borehole","-25.48392","25.96633","Boring Branch Number","078427"
"Dept Water - Pretoria","2525BD00128","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00128"
"Dept Water - Pretoria","2525BD00129","Borehole","-25.48392","25.96633","Boring Branch Number","078837"
"Dept Water - Pretoria","2525BD00129","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00129"
"Dept Water - Pretoria","2525BD00130","Borehole","-25.48392","25.96633","Boring Branch Number","079223"
"Dept Water - Pretoria","2525BD00130","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00130"
"Dept Water - Pretoria","2525BD00131","Borehole","-25.48392","25.96633","Boring Branch Number","079829"
"Dept Water - Pretoria","2525BD00131","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00131"
"Dept Water - Pretoria","2525BD00132","Borehole","-25.48392","25.96633","Boring Branch Number","080044"
"Dept Water - Pretoria","2525BD00132","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00132"
"Dept Water - Pretoria","2525BD00134","Borehole","-25.48392","25.96633","Boring Branch Number","095491"
"Dept Water - Pretoria","2525BD00134","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00134"
"Dept Water - Pretoria","2525BD00135","Borehole","-25.48392","25.96633","Boring Branch Number","096302"
"Dept Water - Pretoria","2525BD00135","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00135"
"Dept Water - Pretoria","2525BD00137","Borehole","-25.48392","25.96633","Boring Branch Number","097045"
"Dept Water - Pretoria","2525BD00137","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00137"
"Dept Water - Pretoria","2525BD00138","Borehole","-25.48392","25.96633","Boring Branch Number","102928"
"Dept Water - Pretoria","2525BD00138","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00138"
"Dept Water - Pretoria","2525BD00139","Borehole","-25.48392","25.96633","Boring Branch Number","104488"
"Dept Water - Pretoria","2525BD00139","Borehole","-25.48392","25.96633","NGDB-Number","2525BD00139"
"Dept Water - Pretoria","2525BD00183","Borehole","-25.48078","25.78576","NGDB-Number","2525BD00183"
"Dept Water - Pretoria","2525BD00183","Borehole","-25.48078","25.78576","Regional Borehole Number","B0871458"
"Dept Water - Pretoria","2525BD00170","Borehole","-25.48052","25.83299","NGDB-Number","2525BD00170"
"Dept Water - Pretoria","2525BD00170","Borehole","-25.48052","25.83299","Regional Borehole Number","B0871473"
"Dept Water - Pretoria","2525BD00169","Borehole","-25.48050","25.83498","NGDB-Number","2525BD00169"
"Dept Water - Pretoria","2525BD00169","Borehole","-25.48050","25.83498","Regional Borehole Number","B0871473A"
"Dept Water - Pretoria","2525BD00168","Borehole","-25.47974","25.81111","NGDB-Number","2525BD00168"
"Dept Water - Pretoria","2525BD00168","Borehole","-25.47974","25.81111","Regional Borehole Number","B0871474"
"Dept Water - Pretoria","045360","Borehole","-25.47953","25.85376","G-Number","045360"
"Dept Water - Pretoria","045360","Borehole","-25.47953","25.85376","NGDB-Number","2525BD00162"
"Dept Water - Pretoria","045360","Borehole","-25.47953","25.85376","W-Number","05151"
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","G-Number","045808"
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","Hydrological Station Number","D4N1665"
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","NGDB-Number","2525BD00161"
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","W-Number","05187"
"Dept Water - North West","2525BD00161","Borehole","-25.47740","25.76980","Water Level Measuring Point Number","045808"
"Dept Water - Pretoria","020239","Borehole","-25.47448","25.95799","Boring Branch Number","095492"
"Dept Water - Pretoria","020239","Borehole","-25.47448","25.95799","G-Number","020239"
"Dept Water - Pretoria","020239","Borehole","-25.47448","25.95799","NGDB-Number","2525BD00136"
"Dept Water - North West","08-71229","Borehole","-25.47294","25.79253","Borehole Number","DK1E"
"Dept Water - North West","08-71229","Borehole","-25.47294","25.79253","Monitoring Feature ID","1000003396"
"Dept Water - North West","08-71229","Borehole","-25.47294","25.79253","NGDB-Number","2525BD00140"
"Dept Water - North West","08-71229","Borehole","-25.47294","25.79253","Regional Borehole Number","08-71229"
"Dept Water - Pretoria","2525BC00035","Borehole","-25.46726","25.66632","Boring Branch Number","017185"
"Dept Water - Pretoria","2525BC00035","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00035"
"Dept Water - Pretoria","2525BC00036","Borehole","-25.46726","25.66632","Boring Branch Number","078930"
"Dept Water - Pretoria","2525BC00036","Borehole","-25.46726","25.66632","NGDB-Number","2525BC00036"
