"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","OtherNumber_OtherNumberType","OtherNumber_OtherNumber"
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","NGDB-Number","2525BD00173"
"Dept Water - Pretoria","2525BD00173","Borehole","-25.25511","25.96007","Regional Borehole Number","B0871453B"
"Dept Water - Pretoria","2525BD00192","Borehole","-25.25412","25.87883","Monitoring Feature ID","1000006314"
"Dept Water - Pretoria","2525BD00192","Borehole","-25.25412","25.87883","NGDB-Number","2525BD00192"
"Dept Water - Pretoria","2525BD00192","Borehole","-25.25412","25.87883","Regional Borehole Number","B0871239"
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006","NGDB-Number","2525BD00166"
"Dept Water - Pretoria","2525BD00166","Borehole","-25.25395","25.96006","Regional Borehole Number","B0871453A"
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Monitoring Feature ID","1000007032"
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","NGDB-Number","2525BD00146"
"Dept Water - North West","2525BD00146","Borehole","-25.25059","25.79940","Regional Borehole Number","B0871493"
"Dept Water - Pretoria","2525BD00145","Borehole","-25.25059","25.79940","NGDB-Number","2525BD00145"
"Dept Water - North West","2525BAE0501","Borehole","-25.24194","25.74883",,
"Dept Water - North West","2525BBE1125","Borehole","-25.23543","25.79602",,
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","Boring Branch Number","081792"
"Dept Water - Pretoria","2526AA00084","Borehole","-25.23401","26.06634","NGDB-Number","2526AA00084"
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634","Boring Branch Number","081790"
"Dept Water - Pretoria","2526AA00082","Borehole","-25.23400","26.06634","NGDB-Number","2526AA00082"
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634","Boring Branch Number","072099"
"Dept Water - Pretoria","2526AA00080","Borehole","-25.23399","26.06634","NGDB-Number","2526AA00080"
"Dept Water - Pretoria","2526AA00078","Borehole","-25.23398","26.06634","Boring Branch Number","063138"
"Dept Water - Pretoria","2526AA00078","Borehole","-25.23398","26.06634","NGDB-Number","2526AA00078"
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","Boring Branch Number","036320"
"Dept Water - Pretoria","2526AA00076","Borehole","-25.23397","26.06634","NGDB-Number","2526AA00076"
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","Boring Branch Number","033802"
"Dept Water - Pretoria","2526AA00074","Borehole","-25.23396","26.06634","NGDB-Number","2526AA00074"
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","Boring Branch Number","015274"
"Dept Water - Pretoria","2526AA00072","Borehole","-25.23395","26.06634","NGDB-Number","2526AA00072"
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","Boring Branch Number","008257"
"Dept Water - Pretoria","2526AA00070","Borehole","-25.23394","26.06634","NGDB-Number","2526AA00070"
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634","Boring Branch Number","002099"
"Dept Water - Pretoria","2526AA00068","Borehole","-25.23393","26.06634","NGDB-Number","2526AA00068"
"Dept Water - Pretoria","2526AA00069","Borehole","-25.23393","26.06635","Boring Branch Number","002122"
"Dept Water - Pretoria","2526AA00069","Borehole","-25.23393","26.06635","NGDB-Number","2526AA00069"
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","Boring Branch Number","008364"
"Dept Water - Pretoria","2526AA00071","Borehole","-25.23393","26.06636","NGDB-Number","2526AA00071"
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","Boring Branch Number","033676"
"Dept Water - Pretoria","2526AA00073","Borehole","-25.23393","26.06637","NGDB-Number","2526AA00073"
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","Boring Branch Number","035987"
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","G-Number","003000"
"Dept Water - Pretoria","003000","Borehole","-25.23393","26.06638","NGDB-Number","2526AA00075"
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","Boring Branch Number","036598"
"Dept Water - Pretoria","2526AA00077","Borehole","-25.23393","26.06639","NGDB-Number","2526AA00077"
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","Boring Branch Number","071953"
"Dept Water - Pretoria","2526AA00079","Borehole","-25.23393","26.06640","NGDB-Number","2526AA00079"
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641","Boring Branch Number","072583"
"Dept Water - Pretoria","2526AA00081","Borehole","-25.23393","26.06641","NGDB-Number","2526AA00081"
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","Boring Branch Number","081791"
"Dept Water - Pretoria","2526AA00083","Borehole","-25.23393","26.06642","NGDB-Number","2526AA00083"
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","Boring Branch Number","081793"
"Dept Water - Pretoria","2526AA00085","Borehole","-25.23393","26.06643","NGDB-Number","2526AA00085"
"Dept Water - North West","2525BBE1126","Borehole","-25.23109","25.80492",,
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","NGDB-Number","2525BB00047"
"Dept Water - Pretoria","2525BB00047","Borehole","-25.22809","25.80105","Regional Borehole Number","B0871791"
"Dept Water - North West","08-71997","Borehole","-25.22799","25.80059",,
"Dept Water - North West","2525BBV0002","Borehole","-25.22644","25.79770",,
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965","Boring Branch Number","070456"
"Dept Water - Pretoria","2525BB00226","Borehole","-25.22615","25.84965","NGDB-Number","2525BB00226"
"Dept Water - North West","2525BBE1114","Borehole","-25.22480","25.79992",,
"Dept Water - North West","08-71264","Borehole","-25.22347","25.79824",,
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Monitoring Feature ID","1000006356"
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","NGDB-Number","2525BB00248"
"Dept Water - Pretoria","2525BB00248","Borehole","-25.22321","25.79848","Regional Borehole Number","B0871265"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Monitoring Feature ID","1000006354"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","NGDB-Number","2525BB00245"
"Dept Water - Pretoria","2525BB00245","Borehole","-25.22279","25.87340","Regional Borehole Number","B0871264"
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","NGDB-Number","2525BB00050"
"Dept Water - Pretoria","2525BB00050","Borehole","-25.22170","25.80215","Regional Borehole Number","B0871789"
"Dept Water - North West","2525BBE1113","Borehole","-25.22120","25.79841",,
"Dept Water - North West","2525BBV0001","Borehole","-25.22119","25.80168",,
"Dept Water - North West","08-71998","Borehole","-25.22108","25.79848",,
"Dept Water - North West","08-72023","Borehole","-25.22059","25.79753",,
"Dept Water - North West","2525BBE1127","Borehole","-25.21977","25.79942",,
"Dept Water - North West","08-71999","Borehole","-25.21970","25.79944",,
"Dept Water - Pretoria","2525BB00223","Borehole","-25.21726","25.79965","NGDB-Number","2525BB00223"
"Dept Water - Pretoria","2525BB00223","Borehole","-25.21726","25.79965","T-Number","07730A"
"Dept Water - Pretoria","2525BB00224","Borehole","-25.21726","25.79965","Boring Branch Number","089783"
"Dept Water - Pretoria","2525BB00224","Borehole","-25.21726","25.79965","NGDB-Number","2525BB00224"
"Dept Water - Pretoria","2525BB00225","Borehole","-25.21726","25.79965","Boring Branch Number","089784"
"Dept Water - Pretoria","2525BB00225","Borehole","-25.21726","25.79965","NGDB-Number","2525BB00225"
"Dept Water - Pretoria","2525BB00001","Borehole","-25.21726","25.91633","Boring Branch Number","070455"
"Dept Water - Pretoria","2525BB00001","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00001"
"Dept Water - Pretoria","2525BB00002","Borehole","-25.21726","25.91633","Boring Branch Number","070454"
"Dept Water - Pretoria","2525BB00002","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00002"
"Dept Water - Pretoria","2525BB00005","Borehole","-25.21726","25.91633","Boring Branch Number","074997"
"Dept Water - Pretoria","2525BB00005","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00005"
"Dept Water - Pretoria","2525BB00006","Borehole","-25.21726","25.91633","Boring Branch Number","074998"
"Dept Water - Pretoria","2525BB00006","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00006"
"Dept Water - Pretoria","2525BB00007","Borehole","-25.21726","25.91633","Boring Branch Number","078201B"
"Dept Water - Pretoria","2525BB00007","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00007"
"Dept Water - Pretoria","2525BB00008","Borehole","-25.21726","25.91633","Boring Branch Number","078309"
"Dept Water - Pretoria","2525BB00008","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00008"
"Dept Water - Pretoria","2525BB00009","Borehole","-25.21726","25.91633","Boring Branch Number","078460"
"Dept Water - Pretoria","2525BB00009","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00009"
"Dept Water - Pretoria","2525BB00009","Borehole","-25.21726","25.91633","T-Number","07602"
"Dept Water - Pretoria","2525BB00010","Borehole","-25.21726","25.91633","Boring Branch Number","078606"
"Dept Water - Pretoria","2525BB00010","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00010"
"Dept Water - Pretoria","2525BB00011","Borehole","-25.21726","25.91633","Boring Branch Number","078607"
"Dept Water - Pretoria","2525BB00011","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00011"
"Dept Water - Pretoria","2525BB00011","Borehole","-25.21726","25.91633","T-Number","07602A"
"Dept Water - Pretoria","2525BB00013","Borehole","-25.21726","25.91633","Boring Branch Number","083255"
"Dept Water - Pretoria","2525BB00013","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00013"
"Dept Water - Pretoria","2525BB00014","Borehole","-25.21726","25.91633","Boring Branch Number","086470"
"Dept Water - Pretoria","2525BB00014","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00014"
"Dept Water - Pretoria","2525BB00015","Borehole","-25.21726","25.91633","Boring Branch Number","087751"
"Dept Water - Pretoria","2525BB00015","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00015"
"Dept Water - Pretoria","2525BB00015","Borehole","-25.21726","25.91633","T-Number","07716"
"Dept Water - Pretoria","2525BB00016","Borehole","-25.21726","25.91633","Boring Branch Number","087750"
"Dept Water - Pretoria","2525BB00016","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00016"
"Dept Water - Pretoria","2525BB00016","Borehole","-25.21726","25.91633","T-Number","07716C"
"Dept Water - Pretoria","2525BB00017","Borehole","-25.21726","25.91633","Boring Branch Number","078201"
"Dept Water - Pretoria","2525BB00017","Borehole","-25.21726","25.91633","NGDB-Number","2525BB00017"
"Dept Water - Pretoria","2525BB00003","Borehole","-25.21726","25.91634","Boring Branch Number","070454A"
"Dept Water - Pretoria","2525BB00003","Borehole","-25.21726","25.91634","NGDB-Number","2525BB00003"
"Dept Water - Pretoria","2525BB00004","Borehole","-25.21726","25.91634","Boring Branch Number","070454B"
"Dept Water - Pretoria","2525BB00004","Borehole","-25.21726","25.91634","NGDB-Number","2525BB00004"
"Dept Water - Pretoria","2525BB00012","Borehole","-25.21726","25.91636","Boring Branch Number","078864"
"Dept Water - Pretoria","2525BB00012","Borehole","-25.21726","25.91636","NGDB-Number","2525BB00012"
"Dept Water - Pretoria","2525BB00012","Borehole","-25.21726","25.91636","T-Number","07601D"
"Dept Water - Pretoria","2526AA00058","Borehole","-25.21681","26.08304","Boring Branch Number","107389"
"Dept Water - Pretoria","2526AA00058","Borehole","-25.21681","26.08304","NGDB-Number","2526AA00058"
"Dept Water - Pretoria","2526AA00057","Borehole","-25.21680","26.08300","Boring Branch Number","107388"
"Dept Water - Pretoria","2526AA00057","Borehole","-25.21680","26.08300","NGDB-Number","2526AA00057"
"Dept Water - Pretoria","2526AA00056","Borehole","-25.21679","26.08303","Boring Branch Number","074050"
"Dept Water - Pretoria","2526AA00056","Borehole","-25.21679","26.08303","NGDB-Number","2526AA00056"
"Dept Water - Pretoria","2526AA00055","Borehole","-25.21678","26.08300","Boring Branch Number","073487"
"Dept Water - Pretoria","2526AA00055","Borehole","-25.21678","26.08300","NGDB-Number","2526AA00055"
"Dept Water - Pretoria","2526AA00054","Borehole","-25.21677","26.08302","Boring Branch Number","073227"
"Dept Water - Pretoria","2526AA00054","Borehole","-25.21677","26.08302","NGDB-Number","2526AA00054"
"Dept Water - Pretoria","2526AA00053","Borehole","-25.21676","26.08300","Boring Branch Number","073106"
"Dept Water - Pretoria","2526AA00053","Borehole","-25.21676","26.08300","NGDB-Number","2526AA00053"
"Dept Water - Pretoria","2526AA00052","Borehole","-25.21675","26.08301","Boring Branch Number","015911"
"Dept Water - Pretoria","2526AA00052","Borehole","-25.21675","26.08301","NGDB-Number","2526AA00052"
"Dept Water - Pretoria","2526AA00051","Borehole","-25.21674","26.08300","Boring Branch Number","015624"
"Dept Water - Pretoria","2526AA00051","Borehole","-25.21674","26.08300","NGDB-Number","2526AA00051"
"Dept Water - Pretoria","2526AA00050","Borehole","-25.21673","26.08300","Boring Branch Number","015442"
"Dept Water - Pretoria","2526AA00050","Borehole","-25.21673","26.08300","NGDB-Number","2526AA00050"
"Dept Water - Pretoria","2526AA00059","Borehole","-25.21672","26.08300","Boring Branch Number","107390"
"Dept Water - Pretoria","2526AA00059","Borehole","-25.21672","26.08300","NGDB-Number","2526AA00059"
"Dept Water - Pretoria","2525BB00236","Borehole","-25.20726","25.95578","Borehole Number","WN3"
"Dept Water - Pretoria","2525BB00236","Borehole","-25.20726","25.95578","NGDB-Number","2525BB00236"
"Dept Water - Pretoria","0768721","Borehole","-25.20183","25.58989",,
"Dept Water - Pretoria","2526AA00332","Borehole","-25.20060","26.04967","Boring Branch Number","131608/0"
"Dept Water - Pretoria","2526AA00332","Borehole","-25.20060","26.04967","NGDB-Number","2526AA00332"
"Dept Water - Pretoria","2526AA00355","Borehole","-25.20060","26.07190","Department of Water Affairs and Forestry Number","ZN2"
"Dept Water - Pretoria","2526AA00355","Borehole","-25.20060","26.07190","NGDB-Number","2526AA00355"
"Dept Water - North West","2525BB00222","Borehole","-25.20059","25.86632","Boring Branch Number","078927"
"Dept Water - North West","2525BB00222","Borehole","-25.20059","25.86632","NGDB-Number","2525BB00222"
"Dept Water - North West","2525BB00222","Borehole","-25.20059","25.86632","T-Number","07620"
"Dept Water - Pretoria","2525BB00070","Borehole","-25.20059","25.86632","Boring Branch Number","082614"
"Dept Water - Pretoria","2525BB00070","Borehole","-25.20059","25.86632","NGDB-Number","2525BB00070"
"Dept Water - Pretoria","2525BB00071","Borehole","-25.20059","25.86632","Boring Branch Number","082615"
"Dept Water - Pretoria","2525BB00071","Borehole","-25.20059","25.86632","NGDB-Number","2525BB00071"
"Dept Water - Pretoria","2525BB00117","Borehole","-25.20059","25.96633","Boring Branch Number","008399"
"Dept Water - Pretoria","2525BB00117","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00117"
"Dept Water - Pretoria","2525BB00118","Borehole","-25.20059","25.96633","Boring Branch Number","008488"
"Dept Water - Pretoria","2525BB00118","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00118"
"Dept Water - Pretoria","2525BB00119","Borehole","-25.20059","25.96633","Boring Branch Number","008590"
"Dept Water - Pretoria","2525BB00119","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00119"
"Dept Water - Pretoria","2525BB00120","Borehole","-25.20059","25.96633","Boring Branch Number","081652"
"Dept Water - Pretoria","2525BB00120","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00120"
"Dept Water - Pretoria","2525BB00121","Borehole","-25.20059","25.96633","Boring Branch Number","050832"
"Dept Water - Pretoria","2525BB00121","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00121"
"Dept Water - Pretoria","2525BB00122","Borehole","-25.20059","25.96633","Boring Branch Number","056513"
"Dept Water - Pretoria","2525BB00122","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00122"
"Dept Water - Pretoria","2525BB00123","Borehole","-25.20059","25.96633","Boring Branch Number","056514"
"Dept Water - Pretoria","2525BB00123","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00123"
"Dept Water - Pretoria","2525BB00124","Borehole","-25.20059","25.96633","Boring Branch Number","062621"
"Dept Water - Pretoria","2525BB00124","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00124"
"Dept Water - Pretoria","2525BB00125","Borehole","-25.20059","25.96633","Boring Branch Number","065718"
"Dept Water - Pretoria","2525BB00125","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00125"
"Dept Water - Pretoria","2525BB00126","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00126"
"Dept Water - Pretoria","2525BB00126","Borehole","-25.20059","25.96633","T-Number","07557"
"Dept Water - Pretoria","2525BB00127","Borehole","-25.20059","25.96633","Boring Branch Number","074996"
"Dept Water - Pretoria","2525BB00127","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00127"
"Dept Water - Pretoria","2525BB00128","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00128"
"Dept Water - Pretoria","2525BB00128","Borehole","-25.20059","25.96633","T-Number","07600"
"Dept Water - Pretoria","2525BB00129","Borehole","-25.20059","25.96633","Boring Branch Number","080093"
"Dept Water - Pretoria","2525BB00129","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00129"
"Dept Water - Pretoria","2525BB00130","Borehole","-25.20059","25.96633","Boring Branch Number","078963"
"Dept Water - Pretoria","2525BB00130","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00130"
"Dept Water - Pretoria","2525BB00131","Borehole","-25.20059","25.96633","Boring Branch Number","080732"
"Dept Water - Pretoria","2525BB00131","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00131"
"Dept Water - Pretoria","2525BB00132","Borehole","-25.20059","25.96633","Boring Branch Number","087211"
"Dept Water - Pretoria","2525BB00132","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00132"
"Dept Water - Pretoria","2525BB00132","Borehole","-25.20059","25.96633","T-Number","07710B"
"Dept Water - Pretoria","2525BB00133","Borehole","-25.20059","25.96633","Boring Branch Number","087749"
"Dept Water - Pretoria","2525BB00133","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00133"
"Dept Water - Pretoria","2525BB00133","Borehole","-25.20059","25.96633","T-Number","07710"
"Dept Water - Pretoria","2525BB00134","Borehole","-25.20059","25.96633","Boring Branch Number","086876"
"Dept Water - Pretoria","2525BB00134","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00134"
"Dept Water - Pretoria","2525BB00135","Borehole","-25.20059","25.96633","Borehole Number","B7741"
"Dept Water - Pretoria","2525BB00135","Borehole","-25.20059","25.96633","Boring Branch Number","088603"
"Dept Water - Pretoria","2525BB00135","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00135"
"Dept Water - Pretoria","2525BB00136","Borehole","-25.20059","25.96633","Boring Branch Number","088988"
"Dept Water - Pretoria","2525BB00136","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00136"
"Dept Water - Pretoria","2525BB00136","Borehole","-25.20059","25.96633","T-Number","07741C"
"Dept Water - Pretoria","2525BB00137","Borehole","-25.20059","25.96633","Borehole Number","A7742"
"Dept Water - Pretoria","2525BB00137","Borehole","-25.20059","25.96633","Boring Branch Number","086877"
"Dept Water - Pretoria","2525BB00137","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00137"
"Dept Water - Pretoria","2525BB00138","Borehole","-25.20059","25.96633","Boring Branch Number","089706"
"Dept Water - Pretoria","2525BB00138","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00138"
"Dept Water - Pretoria","2525BB00139","Borehole","-25.20059","25.96633","Boring Branch Number","086469"
"Dept Water - Pretoria","2525BB00139","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00139"
"Dept Water - Pretoria","2525BB00139","Borehole","-25.20059","25.96633","T-Number","07711"
"Dept Water - Pretoria","2525BB00140","Borehole","-25.20059","25.96633","Boring Branch Number","089792"
"Dept Water - Pretoria","2525BB00140","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00140"
"Dept Water - Pretoria","2525BB00141","Borehole","-25.20059","25.96633","Boring Branch Number","090584"
"Dept Water - Pretoria","2525BB00141","Borehole","-25.20059","25.96633","NGDB-Number","2525BB00141"
"Dept Water - Pretoria","2525BB00141","Borehole","-25.20059","25.96633","T-Number","07742C"
"Dept Water - North West","2525BBE1111","Borehole","-25.19641","25.82968",,
"Dept Water - North West","08-72024","Borehole","-25.19637","25.80203",,
"Dept Water - North West","2525BBE1122","Borehole","-25.19610","25.81378",,
"Dept Water - Pretoria","2525BB00249","Borehole","-25.19574","25.82856","Monitoring Feature ID","1000006350"
"Dept Water - Pretoria","2525BB00249","Borehole","-25.19574","25.82856","NGDB-Number","2525BB00249"
"Dept Water - Pretoria","2525BB00249","Borehole","-25.19574","25.82856","Regional Borehole Number","B0871262"
"Dept Water - North West","2525BBE1123","Borehole","-25.19502","25.80121",,
"Dept Water - North West","2525BBE1330","Borehole","-25.19441","25.82072",,
"Dept Water - North West","2525BBE1329","Borehole","-25.19439","25.82017",,
"Dept Water - North West","08-72000","Borehole","-25.19297","25.82368",,
"Dept Water - North West","2525BBE1112","Borehole","-25.18897","25.84491",,
"Dept Water - North West","2525BBE1117","Borehole","-25.18876","25.78927",,
"Dept Water - North West","2525BBE1118","Borehole","-25.18738","25.79372",,
"Dept Water - Pretoria","2525BB00244","Borehole","-25.18730","25.84388","Monitoring Feature ID","1000006352"
"Dept Water - Pretoria","2525BB00244","Borehole","-25.18730","25.84388","NGDB-Number","2525BB00244"
"Dept Water - Pretoria","2525BB00244","Borehole","-25.18730","25.84388","Regional Borehole Number","B0871263"
"Dept Water - Pretoria","2526AA00354","Borehole","-25.18615","26.07134","Department of Water Affairs and Forestry Number","ZN1"
"Dept Water - Pretoria","2526AA00354","Borehole","-25.18615","26.07134","NGDB-Number","2526AA00354"
"Dept Water - North West","2525BBE1120","Borehole","-25.18575","25.80314",,
"Dept Water - North West","2525BBE1110","Borehole","-25.18491","25.83216",,
"Dept Water - Pretoria","2525BB00246","Borehole","-25.18488","25.83221","Monitoring Feature ID","1000006348"
"Dept Water - Pretoria","2525BB00246","Borehole","-25.18488","25.83221","NGDB-Number","2525BB00246"
"Dept Water - Pretoria","2525BB00246","Borehole","-25.18488","25.83221","Regional Borehole Number","B0871261"
"Dept Water - Pretoria","2526AA00330","Borehole","-25.18402","26.04967","Boring Branch Number","117814/9"
"Dept Water - Pretoria","2526AA00330","Borehole","-25.18402","26.04967","NGDB-Number","2526AA00330"
"Dept Water - Pretoria","2526AA00328","Borehole","-25.18401","26.04967","Boring Branch Number","069960"
"Dept Water - Pretoria","2526AA00328","Borehole","-25.18401","26.04967","NGDB-Number","2526AA00328"
"Dept Water - Pretoria","2526AA00326","Borehole","-25.18400","26.04967","Boring Branch Number","069118"
"Dept Water - Pretoria","2526AA00326","Borehole","-25.18400","26.04967","NGDB-Number","2526AA00326"
"Dept Water - Pretoria","2526AA00324","Borehole","-25.18399","26.04967","Boring Branch Number","040130"
"Dept Water - Pretoria","2526AA00324","Borehole","-25.18399","26.04967","NGDB-Number","2526AA00324"
"Dept Water - Pretoria","2526AA00322","Borehole","-25.18398","26.04967","Boring Branch Number","040420"
"Dept Water - Pretoria","2526AA00322","Borehole","-25.18398","26.04967","NGDB-Number","2526AA00322"
"Dept Water - Pretoria","2526AA00320","Borehole","-25.18397","26.04967","Boring Branch Number","026557"
"Dept Water - Pretoria","2526AA00320","Borehole","-25.18397","26.04967","NGDB-Number","2526AA00320"
"Dept Water - Pretoria","2526AA00318","Borehole","-25.18396","26.04967","Boring Branch Number","025546"
"Dept Water - Pretoria","2526AA00318","Borehole","-25.18396","26.04967","NGDB-Number","2526AA00318"
"Dept Water - Pretoria","2526AA00316","Borehole","-25.18395","26.04967","Boring Branch Number","025544"
"Dept Water - Pretoria","2526AA00316","Borehole","-25.18395","26.04967","NGDB-Number","2526AA00316"
"Dept Water - Pretoria","2526AA00314","Borehole","-25.18394","26.04967","Boring Branch Number","024404"
"Dept Water - Pretoria","2526AA00314","Borehole","-25.18394","26.04967","NGDB-Number","2526AA00314"
"Dept Water - Pretoria","2526AA00313","Borehole","-25.18393","26.04967","Boring Branch Number","023689"
"Dept Water - Pretoria","2526AA00313","Borehole","-25.18393","26.04967","NGDB-Number","2526AA00313"
"Dept Water - Pretoria","2526AA00315","Borehole","-25.18393","26.04968","Boring Branch Number","023275"
"Dept Water - Pretoria","2526AA00315","Borehole","-25.18393","26.04968","NGDB-Number","2526AA00315"
"Dept Water - Pretoria","2526AA00317","Borehole","-25.18393","26.04969","Boring Branch Number","025545"
"Dept Water - Pretoria","2526AA00317","Borehole","-25.18393","26.04969","NGDB-Number","2526AA00317"
"Dept Water - Pretoria","2526AA00319","Borehole","-25.18393","26.04970","Boring Branch Number","026041"
"Dept Water - Pretoria","2526AA00319","Borehole","-25.18393","26.04970","NGDB-Number","2526AA00319"
"Dept Water - Pretoria","2526AA00321","Borehole","-25.18393","26.04971","Boring Branch Number","026584"
"Dept Water - Pretoria","2526AA00321","Borehole","-25.18393","26.04971","NGDB-Number","2526AA00321"
"Dept Water - Pretoria","2526AA00323","Borehole","-25.18393","26.04972","Boring Branch Number","040549"
"Dept Water - Pretoria","2526AA00323","Borehole","-25.18393","26.04972","NGDB-Number","2526AA00323"
"Dept Water - Pretoria","2526AA00325","Borehole","-25.18393","26.04973","Boring Branch Number","068825"
"Dept Water - Pretoria","2526AA00325","Borehole","-25.18393","26.04973","NGDB-Number","2526AA00325"
"Dept Water - Pretoria","2526AA00327","Borehole","-25.18393","26.04974","Boring Branch Number","069585"
"Dept Water - Pretoria","2526AA00327","Borehole","-25.18393","26.04974","NGDB-Number","2526AA00327"
"Dept Water - Pretoria","2526AA00329","Borehole","-25.18393","26.04975","Boring Branch Number","075554"
"Dept Water - Pretoria","2526AA00329","Borehole","-25.18393","26.04975","NGDB-Number","2526AA00329"
"Dept Water - Pretoria","2526AA00331","Borehole","-25.18393","26.04976","Boring Branch Number","117815/7"
"Dept Water - Pretoria","2526AA00331","Borehole","-25.18393","26.04976","NGDB-Number","2526AA00331"
"Dept Water - Pretoria","2525BB00247","Borehole","-25.18259","25.83839","Monitoring Feature ID","1000006346"
"Dept Water - Pretoria","2525BB00247","Borehole","-25.18259","25.83839","NGDB-Number","2525BB00247"
"Dept Water - Pretoria","2525BB00247","Borehole","-25.18259","25.83839","Regional Borehole Number","B0871260"
"Dept Water - North West","2525BBE1115","Borehole","-25.18068","25.78103",,
"Dept Water - North West","2525BBE1116","Borehole","-25.18068","25.78103",,
"Dept Water - Pretoria","2526AA00421","Borehole","-25.18005","26.06606","Boring Branch Number","160354"
"Dept Water - Pretoria","2526AA00421","Borehole","-25.18005","26.06606","NGDB-Number","2526AA00421"
"Dept Water - North West","08-72025","Borehole","-25.17969","25.85607",,
"Dept Water - Pretoria","2525BB00234","Borehole","-25.17143","25.96439","Borehole Number","DN2"
"Dept Water - Pretoria","2525BB00234","Borehole","-25.17143","25.96439","NGDB-Number","2525BB00234"
"Dept Water - Pretoria","2525BB00235","Borehole","-25.17087","25.96217","Borehole Number","DN1"
"Dept Water - Pretoria","2525BB00235","Borehole","-25.17087","25.96217","NGDB-Number","2525BB00235"
"Dept Water - North West","08-72090","Borehole","-25.16247","25.90854",,
"Dept Water - North West","08-72104","Borehole","-25.16202","25.91225",,
"Dept Water - North West","2525BBE1228","Borehole","-25.15972","25.86391",,
