"GeositeInfo_DataOwner","GeositeInfo_Identifier","GeositeInfo_GeositeType","GeositeInfo_Latitude","GeositeInfo_Longitude","DepthDiameter_MeasurementDate","DepthDiameter_DepthToBottom","DepthDiameter_DepthQualifier","DepthDiameter_Diameter"
"Dept Water - Pretoria","2525BB00084","Borehole","-25.01726","25.94966","1912-11-23","65.84","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00085","Borehole","-25.01726","25.94966","1918-06-01","81.08","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00086","Borehole","-25.01726","25.94966","1922-10-21","50.59","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00087","Borehole","-25.01726","25.94966","1929-08-09","46.63","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2525BB00088","Borehole","-25.01726","25.94966","1929-08-15","83.21","Measured during Construction","254 mm (10.0")"
"Dept Water - Pretoria","2525BB00089","Borehole","-25.01726","25.94966","1956-05-09","19.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00090","Borehole","-25.01726","25.94966","1956-06-06","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00091","Borehole","-25.01726","25.94966","1956-06-28","50.29","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2525BB00092","Borehole","-25.01726","25.94966","1958-05-31","72.54","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2525CCE1102","Borehole","-25.01639","25.85750","",,,""
"Dept Water - Pretoria","2425DD00017","Borehole","-24.99752","25.91199","1998-06-17","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDV0002","Borehole","-24.99746","25.91193","",,,""
"Dept Water - North West","08-71257","Borehole","-24.99096","25.91624","",,,""
"Dept Water - Pretoria","2425DD00032","Borehole","-24.99041","25.91582","1991-10-10","91.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0052","Borehole","-24.98908","25.89038","",,,""
"Dept Water - Pretoria","2425DD00022","Borehole","-24.98902","25.92051","1993-10-06","91.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0065","Borehole","-24.98896","25.92046","",,,""
"Dept Water - Pretoria","2425DD00033","Borehole","-24.98651","25.88806","","47.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00033","Borehole","-24.98651","25.88806","","6.50","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72054","Borehole","-24.98579","25.89103","",,,""
"Dept Water - North West","2425DDE0002","Borehole","-24.98574","25.88715","",,,""
"Dept Water - North West","08-72055","Borehole","-24.98556","25.90445","",,,""
"Dept Water - North West","08-71468","Borehole","-24.98423","25.89809","",,,""
"Dept Water - Pretoria","2425DD00018","Borehole","-24.98386","25.91483","1998-06-16","126.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDV0001","Borehole","-24.98380","25.91477","",,,""
"Dept Water - Pretoria","2425DD00021","Borehole","-24.98330","25.89744","1993-11-02","51.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0010","Borehole","-24.98302","25.91523","",,,""
"Dept Water - North West","2425DDE0068","Borehole","-24.98297","25.91536","",,,""
"Dept Water - North West","08-72053","Borehole","-24.98280","25.88608","",,,""
"Dept Water - North West","2425DDE0069","Borehole","-24.98200","25.87807","",,,""
"Dept Water - Pretoria","2425DD00027","Borehole","-24.98177","25.88778","","34.70","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00027","Borehole","-24.98177","25.88778","","6.50","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DDE0003","Borehole","-24.98172","25.88772","",,,""
"Dept Water - North West","08-72061","Borehole","-24.98140","25.86660","",,,""
"Dept Water - North West","2425DD00005","Borehole","-24.98091","25.87932","1995-02-13","72.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72051","Borehole","-24.98066","25.87633","",,,""
"Dept Water - North West","08-72050","Borehole","-24.97966","25.87633","",,,""
"Dept Water - Pretoria","2425DD00023","Borehole","-24.97963","25.86870","1993-10-06","55.00","Measured during Construction","219 mm (8.75")"
"Dept Water - North West","2425DDE0064","Borehole","-24.97958","25.86666","",,,""
"Dept Water - North West","08-72003","Borehole","-24.97930","25.88101","",,,""
"Dept Water - North West","2425DB00001","Borehole","-24.97834","25.92010","",,,""
"Dept Water - North West","2425DDE0008","Borehole","-24.97802","25.86948","",,,""
"Dept Water - Pretoria","2425DD00102","Borehole","-24.97763","25.88548","","37.03","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00102","Borehole","-24.97763","25.88548","","6.50","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00030","Borehole","-24.97760","25.86868","1991-10-08","86.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72002","Borehole","-24.97723","25.88450","",,,""
"Dept Water - North West","08-72001","Borehole","-24.97616","25.88604","",,,""
"Dept Water - North West","08-71799","Borehole","-24.97611","25.88606","",,,""
"Dept Water - North West","08-71779","Borehole","-24.97603","25.88690","",,,""
"Dept Water - North West","08-72026","Borehole","-24.97598","25.88292","",,,""
"Dept Water - North West","08-72049","Borehole","-24.97583","25.88662","",,,""
"Dept Water - North West","08-72048","Borehole","-24.97476","25.88742","",,,""
"Dept Water - Pretoria","2425DD00024","Borehole","-24.97214","25.87657","1993-10-04","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0063","Borehole","-24.97166","25.87569","",,,""
"Dept Water - North West","08-72004","Borehole","-24.97130","25.88985","",,,""
"Dept Water - North West","08-72052","Borehole","-24.97020","25.87596","",,,""
"Dept Water - Pretoria","2425DD00031","Borehole","-24.96959","25.84833","1991-10-09","71.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0009","Borehole","-24.96953","25.84827","",,,""
"Dept Water - Pretoria","2425DD00025","Borehole","-24.96943","25.87680","1993-10-05","86.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0062","Borehole","-24.96937","25.87674","",,,""
"Dept Water - North West","08-71442","Borehole","-24.96751","25.87641","",,,""
"Dept Water - Pretoria","2426CC00165","Borehole","-24.96748","26.08299","1983-09-30","60.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00089","Borehole","-24.96747","26.08299","1983-09-30","41.50","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00086","Borehole","-24.96746","26.08299","1981-12-01","72.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00084","Borehole","-24.96745","26.08299","1966-11-28","31.70","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00082","Borehole","-24.96744","26.08299","1966-10-17","48.77","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00080","Borehole","-24.96743","26.08299","1966-07-08","60.96","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00078","Borehole","-24.96742","26.08299","1966-04-13","78.03","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00076","Borehole","-24.96741","26.08299","1983-09-30","41.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00074","Borehole","-24.96740","26.08299","1950-03-20","18.29","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00072","Borehole","-24.96739","26.08299","1958-01-02","54.86","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00070","Borehole","-24.96738","26.08299","1940-04-22","76.50","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00068","Borehole","-24.96737","26.08299","1939-11-25","74.68","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00050","Borehole","-24.96736","26.08299","1987-10-27","153.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00048","Borehole","-24.96735","26.08299","1983-10-17","60.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00049","Borehole","-24.96735","26.08300","1987-10-21","102.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00067","Borehole","-24.96735","26.08301","1939-09-28","80.77","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00069","Borehole","-24.96735","26.08302","1940-01-04","69.49","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00071","Borehole","-24.96735","26.08303","1945-06-23","30.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00073","Borehole","-24.96735","26.08304","1958-01-24","42.06","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00075","Borehole","-24.96735","26.08305","1950-04-11","32.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00077","Borehole","-24.96735","26.08306","1966-11-21","67.06","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00079","Borehole","-24.96735","26.08307","1966-06-13","91.74","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00081","Borehole","-24.96735","26.08308","1966-08-02","59.44","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00083","Borehole","-24.96735","26.08309","1966-11-16","58.52","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00085","Borehole","-24.96735","26.08310","1979-02-28","70.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00088","Borehole","-24.96735","26.08311","1981-12-14","90.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00091","Borehole","-24.96735","26.08312","1983-10-19","60.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00319","Borehole","-24.96597","26.07189","1991-09-11","68.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00311","Borehole","-24.96596","26.07189","1991-09-12","60.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72047","Borehole","-24.96226","25.88432","",,,""
"Dept Water - Pretoria","2425DD00029","Borehole","-24.96127","25.88293","1991-10-07","86.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0007","Borehole","-24.96121","25.82870","",,,""
"Dept Water - North West","08-72062","Borehole","-24.95894","25.88456","",,,""
"Dept Water - North West","08-72064","Borehole","-24.95888","25.90906","",,,""
"Dept Water - North West","2425DDK0002","Drain","-24.95885","25.90924","",,,""
"Dept Water - North West","2425DD00072","Borehole","-24.95877","25.90895","1990-01-17","150.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72063","Borehole","-24.95856","25.90919","",,,""
"Dept Water - North West","2425DDE0072","Borehole","-24.95607","25.91155","",,,""
"Dept Water - Pretoria","2425DD00026","Borehole","-24.95597","25.93636","1993-11-05","81.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0066","Borehole","-24.95540","25.93608","",,,""
"Dept Water - North West","2425DD00001","Borehole","-24.95513","25.91271","1995-02-21","96.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","08-72042","Borehole","-24.94104","25.89665","",,,""
"Dept Water - Pretoria","2426CC00064","Borehole","-24.93818","26.01633","1914-07-11","49.38","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00061","Borehole","-24.93404","25.89965","1962-01-15","88.39","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00059","Borehole","-24.93403","25.89965","1958-06-24","85.50","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DD00058","Borehole","-24.93402","25.89965","1947-08-15","76.20","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00060","Borehole","-24.93402","25.89966","1960-02-08","57.91","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00046","Borehole","-24.92624","26.04967","1921-04-28","72.54","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00036","Borehole","-24.92597","25.82604","1900-01-01","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00045","Borehole","-24.92596","26.04966","1921-03-30","96.93","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00020","Borehole","-24.92483","25.93612","1993-11-03","91.00","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0067","Borehole","-24.92478","25.93607","",,,""
"Dept Water - Pretoria","2425DD00094","Borehole","-24.92319","25.83493","1950-12-09","56.10","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72015","Borehole","-24.92230","25.88661","",,,""
"Dept Water - Pretoria","2425DD00007","Borehole","-24.92167","25.88760","1900-01-01","80.08","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00019","Borehole","-24.92052","25.91949","1998-06-12","106.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00090","Borehole","-24.91736","26.08299","1983-10-04","60.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00087","Borehole","-24.91735","26.08299","1981-12-08","90.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00053","Borehole","-24.91652","25.88298","1990-05-18","50.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00038","Borehole","-24.91513","25.87798","1983-09-08","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00043","Borehole","-24.91458","25.81743","1900-01-01","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00091","Borehole","-24.91430","25.87187","1985-02-20","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00080","Borehole","-24.91375","25.87632","1983-10-20","102.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00090","Borehole","-24.91375","25.87854","1985-02-19","150.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72044","Borehole","-24.91162","25.90667","",,,""
"Dept Water - North West","08-72074","Borehole","-24.91162","25.90667","",,,""
"Dept Water - Pretoria","2425DD00092","Borehole","-24.91152","25.87076","1985-03-04","150.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00082","Borehole","-24.90958","25.87187","1983-07-30","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72043","Borehole","-24.90951","25.91911","",,,""
"Dept Water - Pretoria","2425DD00074","Borehole","-24.90791","25.87298","1982-06-22","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00046","Borehole","-24.90597","25.86909","1980-10-09","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00047","Borehole","-24.90597","25.87326","1980-10-11","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00073","Borehole","-24.90513","25.86771","1982-06-26","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00077","Borehole","-24.90486","25.87076","1983-09-13","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00076","Borehole","-24.90486","25.88298","1900-01-01","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72046","Dug Well","-24.90316","25.92401","",,,""
"Dept Water - North West","08-72045","Dug Well","-24.90253","25.92361","",,,""
"Dept Water - Pretoria","2425DD00101","Borehole","-24.90236","25.81798","1980-09-11","160.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00056","Borehole","-24.90236","25.88298","1984-05-04","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00085","Borehole","-24.90208","25.88104","1985-01-18","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00055","Borehole","-24.90208","25.88854","1984-02-24","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00070","Borehole","-24.90074","25.96632","1964-04-17","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00068","Borehole","-24.90073","25.96632","1963-12-20","56.39","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00066","Borehole","-24.90072","25.96632","1963-11-28","46.63","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00064","Borehole","-24.90071","25.96632","1940-02-20","56.08","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00062","Borehole","-24.90070","25.96632","1919-09-11","48.77","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00057","Borehole","-24.90069","25.96632","1913-06-03","213.36","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00063","Borehole","-24.90069","25.96633","1919-09-24","42.67","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DD00067","Borehole","-24.90069","25.96635","1963-12-12","50.90","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DD00069","Borehole","-24.90064","25.96631","1964-02-06","77.72","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00097","Borehole","-24.90013","25.84104","1960-08-19","61.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00078","Borehole","-24.89930","25.87187","1983-08-28","105.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00051","Borehole","-24.89791","25.87854","1980-09-23","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00083","Borehole","-24.89791","25.88159","1983-08-04","94.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00052","Borehole","-24.89625","25.87937","1980-09-12","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DD00065","Borehole","-24.89563","25.95320","1963-11-18","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00093","Borehole","-24.89430","25.87937","1937-04-24","32.90","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00071","Borehole","-24.89347","25.87687","1990-02-12","72.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00095","Borehole","-24.89263","25.87604","1950-06-27","35.80","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00054","Borehole","-24.89208","25.86826","1990-01-31","150.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72073","Borehole","-24.89034","25.94959","",,,""
"Dept Water - Pretoria","2425DD00044","Borehole","-24.88986","25.88743","1980-09-26","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00075","Borehole","-24.88902","25.87632","1982-06-17","102.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00016","Borehole","-24.88819","25.91882","","56.56","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00016","Borehole","-24.88819","25.91882","","6.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00042","Borehole","-24.88625","25.87326","1983-07-11","102.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00041","Borehole","-24.88625","25.88798","1983-08-03","118.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00099","Borehole","-24.88569","25.87604","1980-08-23","150.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00098","Borehole","-24.88569","25.87743","1980-09-05","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DDE0073","Borehole","-24.88536","25.92439","",,,""
"Dept Water - Pretoria","2425DD00013","Borehole","-24.88513","25.92354","","49.41","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00013","Borehole","-24.88513","25.92354","","6.50","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0076","Borehole","-24.88493","25.92043","",,,""
"Dept Water - Pretoria","2425DD00079","Borehole","-24.88458","25.88854","1983-08-14","96.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2425DDE0074","Borehole","-24.88432","25.91003","",,,""
"Dept Water - Pretoria","2425DD00014","Borehole","-24.88430","25.90909","","6.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00014","Borehole","-24.88430","25.90909","","78.32","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00293","Borehole","-24.88403","26.03299","1914-08-24","24.69","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00096","Borehole","-24.88402","25.86937","1960-07-02","32.90","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2426CC00288","Borehole","-24.88402","26.03299","1921-07-14","97.54","Measured during Construction","203 mm (8.0")"
"Dept Water - Pretoria","2426CC00287","Borehole","-24.88401","26.03299","1921-05-16","79.25","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00289","Borehole","-24.88401","26.03300","1940-03-04","62.48","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00294","Borehole","-24.88401","26.03301","1914-09-10","30.33","Measured during Construction","165 mm (6.5")"
"Dept Water - North West","2425DDE0075","Borehole","-24.88369","25.90211","",,,""
"Dept Water - Pretoria","2425DD00015","Borehole","-24.88291","25.89937","","45.51","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00015","Borehole","-24.88291","25.89937","","6.50","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00089","Borehole","-24.88180","25.88104","1960-09-15","91.40","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00045","Borehole","-24.88097","25.85409","1980-10-12","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72016","Borehole","-24.87799","25.89122","",,,""
"Dept Water - Pretoria","2425DD00006","Borehole","-24.87796","25.89233","1900-01-01","37.32","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00037","Borehole","-24.87708","25.88409","1983-01-12","28.50","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-71777","Borehole","-24.87418","25.88777","",,,""
"Dept Water - North West","08-72027","Borehole","-24.87351","25.88668","",,,""
"Dept Water - Pretoria","2425DD00088","Borehole","-24.87152","25.83409","1980-08-12","150.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00081","Borehole","-24.86958","25.88854","1983-08-09","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00100","Borehole","-24.86902","25.88493","1985-02-15","120.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00295","Borehole","-24.86736","26.00855","1919-10-11","34.75","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00260","Borehole","-24.86735","26.00855","1913-09-22","17.68","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00261","Borehole","-24.86735","26.00856","1913-11-14","21.34","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00313","Borehole","-24.86735","26.00857","1956-07-26","50.29","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00049","Borehole","-24.86486","25.87271","1980-10-07","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00050","Borehole","-24.86458","25.87243","1980-10-02","84.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72041","Borehole","-24.86323","25.92151","",,,""
"Dept Water - Pretoria","2425DD00009","Borehole","-24.86114","25.88469","1900-01-01","32.17","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00039","Borehole","-24.86013","25.88159","1983-08-14","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72008","Borehole","-24.85997","25.88420","",,,""
"Dept Water - Pretoria","2425DD00040","Borehole","-24.85708","25.88159","1983-08-09","90.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00084","Borehole","-24.85347","25.86937","1990-01-31","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2426CC00343","Borehole","-24.85308","26.06769","1991-05-22","66.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2425DD00086","Borehole","-24.85208","25.88048","1985-01-18","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00266","Borehole","-24.85070","26.03299","1900-01-01","49.99","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00264","Borehole","-24.85069","26.03299","1964-12-14","65.53","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","RSA3","Borehole","-24.85068","26.03299","",,,""
"Dept Water - Pretoria","2426CC00262","Borehole","-24.85068","26.03299","1913-08-09","35.36","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00263","Borehole","-24.85068","26.03300","1964-01-17","64.92","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00265","Borehole","-24.85068","26.03301","1964-03-04","68.58","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00267","Borehole","-24.85068","26.03302","1968-12-07","64.01","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00048","Borehole","-24.84986","25.87882","1980-10-05","100.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00348","Borehole","-24.84846","26.03354","1999-12-01","100.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00347","Borehole","-24.84846","26.03355","1999-12-07","100.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00349","Borehole","-24.84845","26.03353","1999-12-06","94.00","Measured during Construction","165 mm (6.5")"
"Dept Water - Pretoria","2426CC00066","Borehole","-24.84318","26.06634","1919-11-01","61.87","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2426CC00065","Borehole","-24.84290","26.06633","1913-07-12","117.65","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00008","Borehole","-24.83749","25.88501","1900-01-01","29.74","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72009","Borehole","-24.83698","25.88414","",,,""
"Dept Water - North West","2426CC00342","Borehole","-24.83499","26.06189","1991-06-04","76.00","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72039","Borehole","-24.82830","25.91741","",,,""
"Dept Water - Pretoria","2426CC00344","Borehole","-24.82774","26.05774","1991-05-21","101.00","Measured during Construction","152 mm (6.0")"
"Dept Water - Pretoria","2425DD00087","Borehole","-24.82763","25.91132","1900-01-01","9999.99","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2426CCE0007","Borehole","-24.82751","26.06188","",,,""
"Dept Water - North West","002172","Borehole","-24.82151","26.01688","1949-07-25","61.26","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","2426CCV0011","Borehole","-24.81912","26.05651","",,,""
"Dept Water - North West","2426CCV0009","Borehole","-24.81867","26.05577","",,,""
"Dept Water - North West","2426CCV0024","Borehole","-24.81867","26.05651","",,,""
"Dept Water - North West","2426CCV0012","Borehole","-24.81862","26.05577","",,,""
"Dept Water - Pretoria","2425DD00011","Borehole","-24.81763","25.88467","1900-01-01","45.10","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72028","Borehole","-24.81761","25.88392","",,,""
"Dept Water - North West","08-72010","Borehole","-24.81648","25.87470","",,,""
"Dept Water - North West","08-72040","Borehole","-24.81648","25.87470","",,,""
"Dept Water - Pretoria","2425DD00012","Borehole","-24.81606","25.88976","1900-01-01","40.46","Measured during Construction","152 mm (6.0")"
"Dept Water - North West","08-72012","Borehole","-24.81488","25.88829","",,,""
"Dept Water - North West","2426CCV0005","Borehole","-24.81415","26.05556","",,,""
"Dept Water - North West","2426CCV0026","Borehole","-24.81348","26.05630","",,,""
